Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
6/08/2012,5:00,216,1.1,31.8,0.7,12,95.2,0,0.003,0.003,0,0,6.3,5.6,8
6/08/2012,6:00,225,0.8,29.2,0.4,12.4,95.1,0,0.002,0.002,0,0,6.9,6.5,7
6/08/2012,7:00,236,0.6,45.3,0.4,14.2,93.1,0.001,0.004,0.005,0.001,0,4,2.6,6
6/08/2012,8:00,255,0.6,61.3,0.5,17.7,80.4,0.002,0.004,0.006,0,0,5,3.4,6
6/08/2012,9:00,234,1.5,37.2,0.9,19.4,67,0.002,0.002,0.004,0.001,0,17.1,11.3,6
6/08/2012,10:00,259,1.2,52.1,0.8,21.4,55.1,0.001,0.001,0.002,0.001,0,46.8,14.2,7
6/08/2012,11:00,293,0.8,66.6,0.7,23.5,48.2,0,0.001,0.001,0.001,0,9.8,7.2,9
6/08/2012,12:00,16,2.6,23.7,1,22.7,54.4,0.01,0.013,0.022,0.01,0,14.5,9.3,9
6/08/2012,13:00,10,2.4,180.6,0.9,22.9,57.9,0.004,0.008,0.012,0.006,0,17.3,8.1,8
6/08/2012,14:00,13,2.4,23.5,1,22.6,62.3,0.001,0.003,0.004,0.002,0,12.5,6.8,8
6/08/2012,15:00,9,2.5,177.3,1,21.5,69.3,0,0.002,0.002,0.001,0,,,8
6/08/2012,16:00,356,1.8,25.4,0.8,20.1,76.9,0,0.002,0.002,0.001,0,,,8
6/08/2012,17:00,17,0.9,160.7,0.6,18.4,84.3,0,0.002,0.002,0.001,0,8.8,5.7,10
6/08/2012,18:00,14,0.7,158.1,0.4,17.3,87.9,0,0.002,0.002,0.001,0,10.4,6.8,11
6/08/2012,19:00,329,1.3,28.5,0.7,17.4,87.5,0.001,0.002,0.003,0.009,0.1,13.2,10,10
6/08/2012,20:00,302,1.1,31.1,0.5,17.3,84.8,0.001,0.012,0.013,0.012,0.1,11.4,6.8,9
6/08/2012,21:00,293,0.8,29.7,0.5,16.4,87.3,0,0.008,0.008,0.004,0,9,4.8,9
6/08/2012,22:00,291,0.8,36.1,0.5,16,88.4,0,0.01,0.01,0.003,0,6.3,1.9,10
6/08/2012,23:00,192,0.5,72.8,0.4,14.5,90.6,0,0.008,0.008,0.002,0,10.3,6.2,12
7/08/2012,0:00,193,0.5,43.3,0.3,13.4,93.3,,,,,,8.4,5.7,
7/08/2012,1:00,202,0.5,57.9,0.4,12.8,94,0,0.006,0.006,0.001,0,10.5,7.5,13
7/08/2012,2:00,168,0.3,79.9,0.4,12.3,93.8,0,0.004,0.004,0.001,0,11,8.2,11
7/08/2012,3:00,56,0.5,35,0.2,11.7,93.6,0,0.004,0.004,0.001,0,13.1,10.5,11
7/08/2012,4:00,150,0.7,50,0.5,11.1,91.8,0,0.002,0.002,0.001,0,8.2,6.1,10
7/08/2012,5:00,149,0.1,84.8,0.2,10.9,88.6,0,0.004,0.004,0.001,0,,,9
7/08/2012,6:00,162,0.4,96.3,0.6,10.7,89.1,0.001,0.005,0.005,0.001,0,,,10
7/08/2012,7:00,174,1.4,39.9,0.8,14.4,75.3,0.001,0.003,0.004,0.001,0,6.5,3.1,9
7/08/2012,8:00,155,0.6,54.4,0.5,19.3,56.7,0.003,0.005,0.008,0.001,0,9.3,5.5,9
7/08/2012,9:00,178,0.9,37.9,0.5,21.4,48,0.002,0.003,0.005,0.001,0,9.3,4.6,8
7/08/2012,10:00,102,0.9,54.6,0.6,23.4,43.2,0.001,0.003,0.004,0.001,0,10,4.7,7
7/08/2012,11:00,87,1.5,38.3,0.8,24.9,29.8,0.001,0.001,0.002,0.001,0,,,4
7/08/2012,12:00,43,2.4,21.3,0.7,22.7,42.9,0.001,0.001,0.001,0.001,0,9.2,6.4,5
7/08/2012,13:00,45,2.4,24,0.9,22.2,53,0.002,0.002,0.004,0.002,0,17.4,10,6
7/08/2012,14:00,38,2.3,23.6,0.9,21.5,54.3,0,0.002,0.002,0.002,0,18.1,7.6,5
7/08/2012,15:00,35,2,26.6,0.9,21.2,57.7,0.001,0.002,0.002,0.002,0,7.1,2.4,5
7/08/2012,16:00,56,1.1,28.3,0.5,20,67.7,0,0.001,0.001,0.001,0,10,5.7,6
7/08/2012,17:00,354,0.5,41.4,0.4,17.9,77.5,0,0.003,0.003,0.001,0,10.4,5.5,7
7/08/2012,18:00,255,0.2,63.7,0.2,16.5,80.6,0,0.003,0.003,0.002,0,9,4.6,19
7/08/2012,19:00,229,0.3,57.2,0.2,14.8,83.2,0,0.004,0.004,0.001,0,9,4.3,7
7/08/2012,20:00,202,0.4,36.5,0.2,14.4,84,0,0.006,0.006,0.002,0,7,2.8,11
7/08/2012,21:00,190,0.4,35.3,0.2,13.4,87.9,0,0.005,0.005,0.001,0,8.4,3.7,9
7/08/2012,22:00,180,0.5,32.6,0.3,12.8,90,0,0.004,0.004,0.001,0,8.1,4.5,7
7/08/2012,23:00,172,0.6,23.3,0.3,13,86.9,0,0.005,0.005,0.001,0,5.7,1,8
8/08/2012,0:00,179,0.6,19.8,0.3,12.5,86.2,,,,,,7.2,2.9,
8/08/2012,1:00,179,0.5,27.1,0.2,11.7,86.2,0,0.002,0.002,0.001,0,7,3,6
8/08/2012,2:00,172,0.8,20.1,0.4,11.4,81.1,0,0.002,0.002,0.001,0,17.2,5.4,6
8/08/2012,3:00,177,0.8,24.1,0.3,10.8,82.8,0,0.002,0.002,0.001,0,27.4,5.8,5
8/08/2012,4:00,179,0.9,10.8,0.2,10.2,84.5,0,0.002,0.002,0.001,0,6,4.5,6
8/08/2012,5:00,185,0.7,16.7,0.2,10.4,82.3,0,0.005,0.005,0.001,0,7.8,5.6,8
8/08/2012,6:00,188,0.3,58,0.3,10.5,80.8,0,0.002,0.002,0.001,0,4,1.9,7
8/08/2012,7:00,14,0.2,167.3,0.2,13.4,74.7,0.002,0.003,0.005,0.001,0,4.9,2.6,8
8/08/2012,8:00,161,1.1,17.4,0.4,18,56.5,0.001,0.001,0.002,0.001,0,7.1,4.4,10
8/08/2012,9:00,140,0.8,25.2,0.3,22.2,49,0.001,0.001,0.002,0.001,0,8.8,4.8,9
8/08/2012,10:00,68,1.5,28.9,0.5,21.8,52.8,0.001,0.002,0.003,0.001,0,11.3,6.4,10
8/08/2012,11:00,54,2.1,17.7,0.6,21.7,51.3,0.001,0.001,0.002,0.001,0,13.4,7.8,7
8/08/2012,12:00,60,2.4,17.5,0.7,21.4,52.9,0.001,0.001,0.002,0.001,0,12.7,6.1,7
8/08/2012,13:00,53,2.4,18.9,0.7,21.2,60.2,0.002,0.002,0.004,0.003,0,9.2,6.2,9
8/08/2012,14:00,46,2.7,17.7,0.9,20.6,68.4,0.001,0.002,0.003,0.002,0,4.8,5.2,9
8/08/2012,15:00,44,2.3,20.6,0.8,20.5,72,0.001,0.002,0.003,0.002,0,12.5,7.6,9
8/08/2012,16:00,31,2,18.8,0.7,19.4,77.6,0.001,0.002,0.002,0.001,0,12,7.8,9
8/08/2012,17:00,18,1,174,0.4,18.1,80.4,0,0.003,0.003,0.002,0,7.7,3.7,11
8/08/2012,18:00,356,0.5,31.2,0.3,16.9,87.4,0,0.003,0.003,0.001,0,11.8,8.6,14
8/08/2012,19:00,280,0.2,61.5,0.2,16.2,90.3,0,0.004,0.004,0.001,0,9.9,7.1,17
8/08/2012,20:00,203,0.2,48.1,0.1,15.1,92.3,0,0.005,0.005,0.001,0,11.1,8.1,17
8/08/2012,21:00,195,0.3,44.7,0.2,14.3,93.4,0,0.003,0.003,0.001,0,11.2,7.9,13
8/08/2012,22:00,179,0.4,35.3,0.2,13.7,94,0,0.003,0.003,0.001,0,10.4,6.1,13
8/08/2012,23:00,212,0.4,37.3,0.3,13.4,94.4,0,0.005,0.005,0.001,0,8.4,5.1,12
9/08/2012,0:00,244,0.6,54.9,0.4,14.2,91.6,,,,,,8.4,4.8,
9/08/2012,1:00,160,0.3,59.3,0.3,12.4,92.8,0,0.005,0.005,0.001,0,7.8,5.5,10
9/08/2012,2:00,173,0.3,26.3,0.2,11.8,94.1,0,0.005,0.005,0.001,0,7.2,4.6,11
9/08/2012,3:00,218,0.6,34.1,0.4,12.3,94.9,0,0.002,0.002,0.001,0,6.1,3.9,9
9/08/2012,4:00,195,0.6,34.3,0.3,12.5,92.5,0,0.004,0.004,0.001,0,6.2,2.9,9
9/08/2012,5:00,163,0.6,16,0.2,11.1,93.7,0.001,0.011,0.012,0.001,0.1,10.9,9,11
9/08/2012,6:00,196,0.6,34.9,0.2,11.1,94.4,0.002,0.011,0.013,0.001,0.1,8,5.9,11
9/08/2012,7:00,242,0.9,37.9,0.5,14.8,88.6,0.001,0.002,0.003,0.001,0,6.6,4.5,9
9/08/2012,8:00,241,0.7,56.4,0.6,17.9,74.6,0.002,0.004,0.006,0.001,0,11,7.4,9
9/08/2012,9:00,284,1.1,57.5,0.8,20.7,58.8,0.001,0.002,0.003,0.001,0,5.2,0.8,8
9/08/2012,10:00,259,0.9,68.2,0.8,22.8,48.2,0.003,0.006,0.008,0.013,0.1,8.5,3.4,8
9/08/2012,11:00,9,1.4,164.1,1.1,23.4,50.1,0.014,0.014,0.028,0.022,0.1,13.5,5.4,11
9/08/2012,12:00,19,2.3,26.6,1.1,23.5,48.9,0.002,0.004,0.005,0.002,0,16,6.8,9
9/08/2012,13:00,14,3.3,18.9,1.1,23.3,51.4,0.001,0.002,0.002,0.002,0,14.2,6.9,8
9/08/2012,14:00,5,2.6,21,1.1,23.1,59.5,0,0.001,0.001,0.001,0,14.8,7.4,10
9/08/2012,15:00,0,2.8,21.2,1.1,22,65.2,0,0.001,0.001,0.001,0,17.4,9.2,10
9/08/2012,16:00,356,2.4,22.3,1.2,20.4,71.7,0,0.001,0.001,0.001,0,37,10.4,10
9/08/2012,17:00,351,2.2,22.3,1,19,79,0,0.002,0.002,0.001,0,21.4,8.1,13
9/08/2012,18:00,355,1.9,20.1,0.7,18.6,75,0,0.005,0.005,0.004,0.1,13.3,3.8,14
9/08/2012,19:00,332,1.4,42.7,1,18.7,75.3,0.001,0.013,0.013,0.054,0.4,17.9,7.3,18
9/08/2012,20:00,275,0.8,50.3,0.5,17.6,81,0,0.009,0.009,0.015,0.1,19.5,8.6,14
9/08/2012,21:00,254,1.1,32.6,0.5,17.2,83.9,0.02,0.022,0.042,0.014,0,12.9,7.6,13
9/08/2012,22:00,269,0.5,43.8,0.4,16.1,87,0.058,0.033,0.091,0.024,0.1,17.3,11.9,13
9/08/2012,23:00,231,1.2,32.4,1.2,15.4,88.5,0.006,0.016,0.022,0.005,0,12,6.6,16
10/08/2012,0:00,231,1.9,18.7,0.7,15.3,85.8,,,,,,13.4,7.6,
10/08/2012,1:00,214,2.7,18.5,1.1,17.1,57.8,0,0.001,0.001,0.001,0,9.7,4,15
10/08/2012,2:00,218,2.2,21.2,0.9,16.6,48,0,0.001,0.001,0.001,0,14.3,6.8,21
10/08/2012,3:00,212,2.2,23.3,1.1,15.6,48.7,0,0.001,0.001,0.001,0,14.6,7.7,19
10/08/2012,4:00,207,3.2,17.2,1.2,15,48.3,0,0,0,0.001,0,14.4,6.9,5
10/08/2012,5:00,212,2.4,21.6,1.2,14.1,50.5,0,0.001,0.001,0.001,0,5.9,-0.4,3
10/08/2012,6:00,205,3,22.7,1.5,14,46.8,0,0.001,0.001,0.001,0,7.9,2.1,6
10/08/2012,7:00,206,3.6,21.1,1.8,15.1,42.3,0,0.001,0.001,0,0,8.9,2.8,6
10/08/2012,8:00,206,3.5,23.6,1.8,15.8,40.3,0.001,0.001,0.001,0.001,0,9.8,2.2,7
10/08/2012,9:00,220,2,36.5,1.3,17.3,35.8,0,0.001,0.001,0,0,9,3.1,7
10/08/2012,10:00,209,2.2,28,1,18.7,31,0,0.001,0.001,0,0,6.9,2.6,5
10/08/2012,11:00,185,1.9,34.4,1,20.6,26.8,0,0,0,0.001,0,,,4
10/08/2012,12:00,191,2.7,24.4,1.1,21.3,23.2,0,0.001,0.001,0,0,16.2,8.5,3
10/08/2012,13:00,189,3.6,17.3,1.2,21.5,21.5,0.001,0.002,0.003,0,0,8.2,2.2,2
10/08/2012,14:00,190,3.8,15.9,1.2,21.5,20.9,0.002,0.001,0.003,0.001,0,10.6,2,2
10/08/2012,15:00,198,3.9,21,1.6,20.7,19.9,0,0,0,0.001,0,13.2,2,2
10/08/2012,16:00,206,2.8,20.1,1.2,19,21.3,0,0.001,0.001,0.001,0,57.7,9.1,4
10/08/2012,17:00,217,1.8,21.7,0.9,17.2,23.3,0,0.002,0.002,0.001,0,,,9
10/08/2012,18:00,226,1.1,60.8,0.9,15.9,26.4,0,0.002,0.002,0.001,0,5,0.2,4
10/08/2012,19:00,203,0.3,80.8,0.5,14.3,30.4,0,0.002,0.002,0.001,0,10,5.3,4
10/08/2012,20:00,226,2,19.2,0.9,15,27.6,0,0,0,0,0,7.3,1.6,3
10/08/2012,21:00,219,2.8,15.3,1.1,15.2,27.2,0,0,0,0,0,0.9,-0.6,2
10/08/2012,22:00,224,2.7,14.4,1,14.4,30.1,0,0,0,0,0,18.2,7,3
10/08/2012,23:00,212,3,18.5,1.3,14.4,33.1,0,0,0,0.001,0,7,1.4,3
11/08/2012,0:00,205,2.9,20.1,1.4,14.2,34.9,,,,,,15.1,8.6,
11/08/2012,1:00,195,2.9,20,1.2,13.7,37.8,0,0,0,0,0,7.5,1.8,2
11/08/2012,2:00,181,1.8,30.8,1.1,13,42.1,0,0,0,0.001,0,10.9,4.6,2
11/08/2012,3:00,181,2,31.2,1,12.5,44.1,0,0,0,0.001,0,11.8,7.5,3
11/08/2012,4:00,208,3.8,15.8,1.5,12.7,44.2,0,0,0,0,0,10.4,4.2,2
11/08/2012,5:00,197,3.2,19.8,1.3,12.2,46.2,0,0,0,0,0,8.1,3.4,2
11/08/2012,6:00,234,0.5,82.3,0.8,11.4,50.6,0,0.001,0.001,0,0,3.7,-0.5,3
11/08/2012,7:00,153,0.2,129.4,0.4,13.8,46.9,0,0.001,0.001,0,0,5.8,2.7,3
11/08/2012,8:00,202,1.4,33.4,0.7,15.9,40,0,0.001,0.001,0.001,0,9.3,5.5,3
11/08/2012,9:00,198,0.9,55.7,0.7,17.6,36.4,0.001,0.001,0.001,0.001,0,2.1,-0.6,3
11/08/2012,10:00,209,1.7,41.5,0.9,18.7,34.1,0,0.001,0.001,0.001,0,5.2,1.1,3
11/08/2012,11:00,201,1.8,36.3,0.9,19.7,32.4,0,0,0,0.001,0,2.7,-0.1,2
11/08/2012,12:00,197,2,32.1,1.1,20.6,30.9,0,0,0,0.001,0,4.6,0.9,2
11/08/2012,13:00,190,2.6,25.6,1,21.5,28.4,0,0,0,0.001,0,5.7,3.2,1
11/08/2012,14:00,201,2,31.5,0.9,22.5,26.4,0,0,0,0.001,0,6.5,2.5,1
11/08/2012,15:00,206,1.4,29.5,0.8,23,25.4,0,0,0,0.001,0,8.6,6.1,1
11/08/2012,16:00,167,1,60.8,0.8,21.3,32.8,0,0.001,0.001,0.001,0,6.1,2.9,2
11/08/2012,17:00,236,0.1,84.6,0.2,17.3,53.6,0,0.001,0.001,0.001,0,6,4.3,4
11/08/2012,18:00,202,0.2,59.5,0.3,15.5,42.2,0,0.002,0.002,0.001,0,5.3,3.3,6
11/08/2012,19:00,199,1.1,10.8,0.3,15.7,39,0.001,0.008,0.009,0.001,0.5,23.5,22.4,41
11/08/2012,20:00,188,1.1,16.1,0.3,15.5,40,0,0.003,0.003,0.001,0.2,24.8,22.6,16
11/08/2012,21:00,199,1,29.5,0.6,13.6,45.5,0,0.002,0.002,0.001,0,6.7,6.6,11
11/08/2012,22:00,193,1,19.3,0.5,13.5,42.1,0,0.002,0.002,0.001,0,9.7,7.5,9
11/08/2012,23:00,187,0.7,50.3,0.5,12,51.6,0,0.002,0.002,0.001,0,6,4.6,5
12/08/2012,0:00,177,0.3,64.1,0.3,10.2,63.5,,,,,,7,4.5,
12/08/2012,1:00,194,1.1,19.8,0.3,11.3,57.8,0,0.002,0.002,0.001,0,6.5,3.7,5
12/08/2012,2:00,196,1.3,13.4,0.4,12.9,48.5,0,0.001,0.001,0.001,0,27.2,9.1,4
12/08/2012,3:00,204,1.6,16.1,0.5,13.6,49.9,0,0.001,0.001,0.001,0,15.7,7.4,6
12/08/2012,4:00,216,1.8,15.7,0.7,13.5,51.1,0,0.001,0.001,0.001,0,8.6,5.4,5
12/08/2012,5:00,217,1.7,14,0.6,12.5,55.8,0,0.001,0.001,0.001,0,4.5,2.5,7
12/08/2012,6:00,211,2.2,14.2,0.7,13.1,55.3,0,0.001,0.001,0.001,0,5,2.6,7
12/08/2012,7:00,208,1.9,18.3,0.7,14.7,52.8,0,0.001,0.001,0.001,0,2.7,0.9,8
12/08/2012,8:00,199,1.8,23.4,0.6,16.7,50.2,0.001,0.001,0.002,0.001,0,7.5,2.9,14
12/08/2012,9:00,176,1.5,40.9,0.8,19.5,40.7,0,0.001,0.001,0.001,0,13.2,9.8,41
12/08/2012,10:00,134,1.7,34.3,0.8,22,34.3,0,0.001,0.001,0.001,0,21.1,19.2,19
12/08/2012,11:00,79,2,41.8,0.9,21.3,36.7,0,0.001,0.001,0.001,0,10.2,8.4,8
12/08/2012,12:00,45,2.8,19.1,0.9,19.8,46.6,0.001,0.001,0.002,0.001,0,9.5,6.8,8
12/08/2012,13:00,50,2.9,18.6,1,19.6,49.9,0.001,0.002,0.002,0.002,0,8.1,4.5,9
12/08/2012,14:00,55,2.6,19.9,0.8,19.5,52.2,0,0.001,0.001,0.001,0,12.7,8.1,7
12/08/2012,15:00,57,2.6,17.5,0.8,19.8,50.5,0,0.001,0.001,0.001,0,8.7,3.9,8
12/08/2012,16:00,69,2.1,19,0.8,18.9,55.2,0,0.001,0.001,0.001,0,10.2,4.6,9
12/08/2012,17:00,71,1.6,19.6,0.7,17.6,61.8,0,0.002,0.002,0.001,0,9.8,4.7,8
12/08/2012,18:00,87,1.1,25.1,0.7,16.8,66.9,0,0.001,0.001,0.001,0,9.1,3,7
12/08/2012,19:00,166,0.5,51.6,0.4,15.9,72.6,0,0.003,0.003,0.001,0.2,11.5,6.4,29
12/08/2012,20:00,185,0.8,15.5,0.3,15.1,76.1,0,0.002,0.002,0.001,0.1,18.5,13.2,16
12/08/2012,21:00,187,1.3,12.6,0.3,15.4,72.9,0,0.001,0.001,0.001,0,10.9,5.6,13
12/08/2012,22:00,198,1.3,19.2,0.5,15.9,67.9,0,0.001,0.001,0.001,0,11,5.2,9
12/08/2012,23:00,203,0.4,41.3,0.3,15,73.3,0,0.001,0.001,0,0,4.3,0.5,8
13/08/2012,0:00,206,0.8,25.1,0.4,14.7,74.1,,,,,,8.6,4.6,
13/08/2012,1:00,211,1.3,16.7,0.5,15.1,72.1,0,0.001,0.001,0,0,9.7,4.7,23
13/08/2012,2:00,197,1.4,19.8,0.7,15.1,72.1,0,0.001,0.001,0.001,0,19,12.8,26
13/08/2012,3:00,208,1,20.3,0.4,14,75.8,0,0.001,0.001,0,0,14.5,9.3,23
13/08/2012,4:00,188,2,14.1,0.6,14.2,76.4,0,0.002,0.002,0.001,0,15.2,8.7,18
13/08/2012,5:00,172,2.5,15.8,0.8,14.4,75.6,0,0.002,0.002,0.001,0,14.4,6.8,14
13/08/2012,6:00,164,3,12.7,0.9,14.5,71.9,0.001,0.002,0.002,0,0,15.7,8.1,14
13/08/2012,7:00,176,2.1,16.5,0.7,14.5,70.2,0.001,0.002,0.002,0,0,8.6,3,13
13/08/2012,8:00,164,3.5,14.6,1.1,16.1,64.7,0.001,0.002,0.002,0.001,0,11,3.6,12
13/08/2012,9:00,165,3.2,16.1,0.9,17.6,61,0,0.002,0.002,0.001,0,17.3,9,10
13/08/2012,10:00,163,2.9,21.4,1.1,19.9,53.5,0,0.001,0.001,0.001,0,15.1,6.7,7
13/08/2012,11:00,140,1.9,22.8,0.7,20.8,51.9,0,0.001,0.001,0.001,0,5.7,0.7,7
13/08/2012,12:00,153,2.2,26.4,0.8,23,44.4,0.001,0.001,0.001,0.001,0,7.8,5.2,7
13/08/2012,13:00,135,2.1,24.1,1,23.5,39,0,0.001,0.001,0.001,0,14.6,10.1,6
13/08/2012,14:00,72,3.4,22,1.2,19.7,67.1,0,0.001,0.001,0.001,0,17,11.7,12
13/08/2012,15:00,78,3.5,16.2,1.2,19.2,70.9,0,0.001,0.001,0.001,0,20.3,9.1,13
13/08/2012,16:00,91,2.5,23.5,1.1,18.8,70.7,0,0.001,0.001,0.001,0,22.4,10,12
13/08/2012,17:00,105,1.7,23.7,0.7,18,72.3,0,0.001,0.001,0.001,0,20.6,9.2,11
13/08/2012,18:00,127,1.1,21.3,0.6,17.2,77.4,0,0.004,0.004,0.001,0,19.5,7.9,13
13/08/2012,19:00,143,0.9,13.8,0.3,16,77.2,0,0.003,0.003,0.001,0,17.6,8,10
13/08/2012,20:00,170,1.2,14.6,0.3,15.2,80,0,0.002,0.002,0.001,0,10.2,3,9
13/08/2012,21:00,180,1.4,12.1,0.4,14.9,79.1,0,0.001,0.001,0,0,8.9,2.2,8
13/08/2012,22:00,192,1,18.1,0.3,14.6,81,0,0.002,0.002,0.001,0,12.6,5.8,8
13/08/2012,23:00,165,1.7,13.8,0.4,14.3,81.7,0,0.002,0.002,0.001,0,12.4,5.8,10
14/08/2012,0:00,181,1.4,12.1,0.4,14.5,78.3,,,,,,14.6,8,
14/08/2012,1:00,188,1.4,13.1,0.4,14.3,77.7,0,0.001,0.001,0.001,0,9.9,3.2,8
14/08/2012,2:00,195,1.7,15.5,0.5,14.5,75.5,0,0.001,0.001,0.001,0,7.4,0.7,6
14/08/2012,3:00,192,1.5,16.3,0.5,14.2,75.7,0,0.001,0.001,0.001,0,9.6,3.4,8
14/08/2012,4:00,204,1.4,13.4,0.5,13.8,78.1,0,0.001,0.001,0.001,0,8,2.1,11
14/08/2012,5:00,198,1.2,18.1,0.5,13,80.3,0.001,0.004,0.005,0.001,0,25.4,6.6,12
14/08/2012,6:00,190,2,13.6,0.7,13.8,77.7,0.001,0.003,0.003,0,0,29.9,7.5,10
14/08/2012,7:00,193,2,15.6,0.6,16.2,69.3,0.001,0.002,0.003,0,0,7.9,2.2,9
14/08/2012,8:00,197,1.8,21.8,0.6,18.4,64.1,0.001,0.002,0.002,0,0,8.4,2.2,8
14/08/2012,9:00,178,1.7,26.8,0.8,20.4,56.4,0.001,0.001,0.002,0,0,9.3,2.1,8
14/08/2012,10:00,105,2,29.6,0.9,22.1,45.6,0.001,0,0.001,0,0,9.2,1.2,5
14/08/2012,11:00,88,2.6,22.2,0.9,21.5,50.7,0,0.001,0.001,0.001,0,8.4,1.5,4
14/08/2012,12:00,56,2.9,20.5,0.9,20.9,59,0.001,0.001,0.002,0.001,0,6.7,1.9,5
14/08/2012,13:00,73,3.5,17.6,1.1,20.9,59.4,0.002,0.002,0.004,0.001,0,9.4,2.7,6
14/08/2012,14:00,72,3.5,17.9,1.3,20.7,60.2,0,0.001,0.001,0.001,0,2.5,-0.6,5
14/08/2012,15:00,71,3.5,14.7,1.1,20.3,59.6,0.001,0.001,0.001,0.001,0,11.9,2.6,5
14/08/2012,16:00,76,2.3,18.4,0.9,19.4,62.7,0,0.002,0.002,0.001,0,11.6,4.2,5
14/08/2012,17:00,81,1.5,21,0.7,18.2,68.7,0,0.001,0.001,0.001,0,59.4,15.9,5
14/08/2012,18:00,107,0.4,31.9,0.2,17,74.6,0,0.002,0.002,0.001,0,36.1,5.6,6
14/08/2012,19:00,160,0.4,37.3,0.2,16.5,79.4,0,0.005,0.005,0.001,0,12.3,5.3,8
14/08/2012,20:00,196,0.5,14.7,0.2,15.3,83.3,0,0.003,0.003,0.001,0,13.2,7,6
14/08/2012,21:00,221,0.3,37.4,0.2,13.9,84.1,0,0.002,0.002,0,0,13.8,8.9,29
14/08/2012,22:00,219,0.3,40.3,0.2,12.6,87,0,0.001,0.001,0,0,,,4
14/08/2012,23:00,189,0.3,46.7,0.2,12.8,86,0,0.002,0.002,0,0,,,4
15/08/2012,0:00,141,0.4,37.9,0.2,13,84.8,,,,,,7.6,5.2,
15/08/2012,1:00,132,0.3,50.6,0.2,12.9,84.5,0.001,0.002,0.003,0,0,8.6,5.1,4
15/08/2012,2:00,156,0.4,35.2,0.2,12.9,82.4,0,0.002,0.002,0,0,5,1.6,6
15/08/2012,3:00,167,0.5,25.6,0.2,12.6,82.8,0,0.002,0.002,0.001,0,8.3,4,12
15/08/2012,4:00,172,0.5,17.4,0.2,12,84.7,0,0.002,0.002,0.001,0,5,1.3,26
15/08/2012,5:00,167,0.5,16.2,0.2,11.5,86.4,0,0.005,0.005,0.001,0.1,13.4,9.8,38
15/08/2012,6:00,166,0.6,16.5,0.2,11.9,87.3,0.002,0.008,0.01,0.001,0.2,17.3,14.8,38
15/08/2012,7:00,157,0.6,14.9,0.2,17.8,68.7,0.001,0.003,0.004,0.005,0.1,16.9,12.9,44
15/08/2012,8:00,154,0.8,18.3,0.3,21.1,60.7,0.002,0.003,0.005,0.014,0.2,,,35
15/08/2012,9:00,84,1.1,51.2,0.7,22.5,60.1,0.001,0.002,0.003,0.024,0.3,,,17
15/08/2012,10:00,59,2.2,13.2,0.5,21.9,62.9,0.001,0.002,0.003,0.009,0.1,25.7,14.1,12
15/08/2012,11:00,52,2.4,15,0.7,21.6,64.1,0.001,0.001,0.002,0.004,0,33,12.9,7
15/08/2012,12:00,46,2.6,18.3,0.7,21.6,64,0,0.001,0.001,0.002,0,10.4,2.9,7
15/08/2012,13:00,48,2.6,20.5,0.9,21.5,66,0,0.001,0.001,0.001,0,12.9,2.8,4
15/08/2012,14:00,50,2.5,19.5,0.9,21.5,66.7,0.001,0.001,0.002,0.001,0,9.3,5,3
15/08/2012,15:00,38,2.8,19.4,0.9,20.7,72.9,0.001,0.001,0.002,0.001,0,11.2,5.3,5
15/08/2012,16:00,35,2.3,17.4,1,19.5,80.1,0,0.002,0.002,0.001,0,6.6,2,6
15/08/2012,17:00,27,1,25.2,0.5,18.3,85.6,0,0.002,0.002,0.001,0,8.5,2.4,6
15/08/2012,18:00,5,0.3,174.3,0.2,17.1,89.4,0,0.002,0.002,0.001,0,3.2,-0.8,6
15/08/2012,19:00,291,0.1,146.2,0.1,16.4,91,0,0.001,0.001,0.001,0,7.6,3.1,5
15/08/2012,20:00,203,0.2,50.8,0.1,15.5,91.8,0,0.001,0.001,0.001,0,3.3,-1.7,3
15/08/2012,21:00,186,0.3,12.7,0.1,14.6,92.9,0,0.002,0.002,0.001,0,28.4,10.1,4
15/08/2012,22:00,193,0.3,44.5,0.2,14.1,93.6,0,0.002,0.002,0.001,0,3.9,1.8,3
15/08/2012,23:00,196,0.3,56,0.2,14,94.2,0,0.001,0.001,0.001,0,5.6,2.4,4
16/08/2012,0:00,186,0.5,18.5,0.2,13.8,94.6,,,,,,2.8,0.4,
16/08/2012,1:00,184,0.5,38.3,0.3,13.8,94.7,0,0.004,0.004,0.001,0,5.1,1.4,4
16/08/2012,2:00,176,0.4,35.7,0.2,13.6,94.5,0,0.002,0.002,0.001,0,3.8,1.5,4
16/08/2012,3:00,170,0.5,14.2,0.2,13.1,94.5,0,0.002,0.002,0.001,0,8.6,4.8,5
16/08/2012,4:00,162,0.5,19.2,0.1,12.8,94.6,0,0.003,0.003,0.001,0,29,4.9,9
16/08/2012,5:00,153,0.4,15.6,0.2,12.5,94.8,0,0.008,0.008,0.001,0.1,7.7,2.6,17
