Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Solar Radiation (w/m^2),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
9/12/2012,18:00,65,3.4,11.1,1,25.1,58.8,0,7,1013,0.006,0.004,0.009,0.001,20.7,5.8,8
9/12/2012,19:00,61,3.2,11,1,24.9,58.9,0,0,1014,0.002,0.004,0.006,0.001,16,1.2,8
9/12/2012,20:00,68,2.8,12.5,0.9,24.9,61.3,0,0,1014,0.004,0.004,0.008,0.001,19.2,3.1,8
9/12/2012,21:00,69,3,11.6,0.8,24.8,61,0,0,1014,0,0.001,0.001,0,15.5,-0.1,8
9/12/2012,22:00,68,2.9,11,0.9,24.7,63,0,0,1014,0,0.002,0.002,0,16,-0.4,8
9/12/2012,23:00,68,2.9,11.2,0.8,24.7,63.5,0,0,1014,0,0,0,0,22.1,5.4,8
10/12/2012,0:00,87,2.1,33,1.1,24.3,66.4,0,0,1013,,,,,18.7,2.9,
10/12/2012,1:00,152,1.5,26.6,0.8,23.2,69.4,0,0,1013,0,0.001,0.001,0.001,13.3,-0.3,8
10/12/2012,2:00,155,2,13.7,0.6,23,69,0,0,1012,0,0.002,0.002,0.004,16.3,3.5,8
10/12/2012,3:00,154,2.1,13.8,0.7,22.7,69.7,0,0,1012,0.001,0.003,0.004,0.004,14.8,0.6,9
10/12/2012,4:00,160,2.2,12.3,0.6,22.3,71.6,0,1,1013,0.003,0.005,0.007,0.002,15.9,0.9,9
10/12/2012,5:00,149,2.4,13.5,0.9,22.6,69.3,0,56,1013,0.01,0.011,0.021,0.002,16,3.2,12
10/12/2012,6:00,141,2.5,17.7,0.9,24.1,63.4,0,253,1014,0.011,0.008,0.019,0.012,24.6,9.8,18
10/12/2012,7:00,113,3.3,16.7,1.2,25.3,60.7,0,471,1014,0.008,0.004,0.012,0.003,25.2,4.4,18
10/12/2012,8:00,110,3.3,18.2,1.2,25.9,59.4,0,717,1014,0.009,0.004,0.013,0,23.6,2.2,13
10/12/2012,9:00,100,3.5,17,1.3,26.7,54,0,745,1015,0.02,0.008,0.028,0.005,23.8,3.9,12
10/12/2012,10:00,72,3.9,17.3,1.3,27.4,52.3,0,1007,1014,0.02,0.008,0.027,0.007,22,5.8,12
10/12/2012,11:00,72,4.3,20.5,1.5,27.8,48.2,0,1102,1014,0.02,0.007,0.027,0.007,26.5,7.8,11
10/12/2012,12:00,67,4.5,16.3,1.5,27.8,47.8,0,948,1014,0.005,0.004,0.009,0.001,24.1,6,11
10/12/2012,13:00,62,4.7,14.1,1.4,27.7,49.6,0,971,1013,0.004,0.003,0.007,0.001,26.3,9.5,11
10/12/2012,14:00,66,4.9,13.7,1.4,27.4,54.2,0,787,1013,0.005,0.002,0.007,0.001,25.9,9,13
10/12/2012,15:00,65,5.2,11.7,1.5,26.9,56.4,0,575,1013,0.007,0.004,0.011,0.001,27.9,9.4,14
10/12/2012,16:00,72,5.1,12.9,1.4,26.5,57.2,0,360,1013,0.016,0.007,0.022,0.004,28.5,8,14
10/12/2012,17:00,83,5.2,12.1,1.5,26.1,57.4,0,147,1013,0.046,0.016,0.062,0.011,34,7.2,17
10/12/2012,18:00,88,4.7,11.4,1.4,25.7,58.9,0,13,1014,0.059,0.018,0.076,0.021,40.5,11.2,15
10/12/2012,19:00,104,5.1,12.8,1.6,25.4,61,0,0,1015,0.009,0.004,0.013,0.004,21.8,1.1,13
10/12/2012,20:00,101,5.5,10.8,1.7,25.2,60.9,0,0,1015,0.002,0.002,0.003,0.001,31.2,9.6,13
10/12/2012,21:00,112,5.2,11.4,1.5,25,58.1,0,0,1016,0.002,0.001,0.003,0,19.6,2.3,10
10/12/2012,22:00,116,4.6,13,1.6,24.5,57.1,0,0,1016,0.004,0.002,0.005,0,17.5,1.2,9
10/12/2012,23:00,127,3.3,13.5,1.1,23.9,58.4,0,0,1015,0.006,0.005,0.01,0,17.8,2.9,9
11/12/2012,0:00,152,2.4,14.5,0.8,22.8,61.5,0,0,1015,,,,,21.3,6.7,
11/12/2012,1:00,150,2.4,13.6,0.9,22.1,63.6,0,0,1014,0.001,0.002,0.003,0,12.9,-0.3,20
11/12/2012,2:00,154,2.3,13.4,0.7,21.8,64.3,0,0,1014,0,0.002,0.002,0,13.2,0.3,18
11/12/2012,3:00,152,2.3,15,0.8,21.6,65.9,0,0,1014,0.001,0.003,0.003,0,14.4,1,13
11/12/2012,4:00,150,2.1,15.1,0.7,21.5,67.7,0,1,1014,0.004,0.005,0.008,0,17.3,4.2,11
11/12/2012,5:00,151,2.6,15.5,0.8,21.9,67.4,0,37,1014,0.008,0.008,0.015,0,18.2,3.4,15
11/12/2012,6:00,143,3.8,15.1,1.5,22.9,62.8,0,182,1015,0.01,0.007,0.017,0,24.6,6.7,18
11/12/2012,7:00,131,4.6,14.5,1.5,24.4,57.5,0,465,1015,0.009,0.006,0.014,0.004,24.3,7.5,19
11/12/2012,8:00,118,4.5,15,1.5,25.5,53,0,553,1015,0.007,0.005,0.012,0.007,20.4,4,16
11/12/2012,9:00,109,4.6,13.7,1.4,26.3,50.1,0,826,1015,0.005,0.003,0.008,0.001,22.9,6,12
11/12/2012,10:00,101,4.5,13.8,1.5,27.2,47.9,0,943,1015,0.007,0.003,0.01,0,21.8,5.7,11
11/12/2012,11:00,92,4.8,14.1,1.4,27.6,49.6,0,796,1014,0.054,0.016,0.07,0.014,27,7.5,14
11/12/2012,12:00,80,5.5,12.8,1.4,28,48.3,0,1049,1014,0.038,0.012,0.05,0.013,34.7,6.3,13
11/12/2012,13:00,80,5.9,12.3,1.8,28.2,46.8,0,977,1013,0.025,0.01,0.035,0.007,37.2,7.6,14
11/12/2012,14:00,79,7.2,11.3,1.9,27.3,52.4,0,822,1012,0.027,0.009,0.036,0.006,55.9,9.7,18
11/12/2012,15:00,84,6.5,11.3,1.9,27.3,52.7,0,613,1012,0.09,0.017,0.107,0.027,67.1,8.2,21
11/12/2012,16:00,94,6.9,12.1,2.1,27.1,52.3,0,382,1012,0.075,0.015,0.09,0.027,72,7.2,19
11/12/2012,17:00,99,6.2,10.1,1.9,26.5,54.3,0,139,1013,0.012,0.008,0.02,0.003,58.2,5.2,16
11/12/2012,18:00,102,5.7,9.4,1.7,25.9,54.9,0,9,1014,0.006,0.004,0.009,0.001,23.9,4,13
11/12/2012,19:00,106,6,9.6,1.6,25.6,54.7,0,0,1014,0.003,0.001,0.004,0,25.7,8,11
11/12/2012,20:00,116,5.7,12.2,1.6,24.7,57.1,0,0,1015,0.002,0.001,0.002,0,16.7,1,12
11/12/2012,21:00,125,4.2,13.1,1.6,23.9,58.3,0,0,1016,0.001,0.002,0.003,0.009,14.8,0.4,10
11/12/2012,22:00,133,3.5,16.8,1.4,23.5,60.9,0,0,1016,0.004,0.003,0.006,0.005,14.9,1.4,10
11/12/2012,23:00,145,3,15.5,1.2,23,62,0,0,1015,0.002,0.002,0.004,0.003,18,3.8,11
12/12/2012,0:00,145,3,16.9,1.2,22.5,63.2,0,0,1015,,,,,22.2,7.1,
12/12/2012,1:00,140,3.7,16.1,1.3,22.3,64.2,0,0,1014,0.001,0.001,0.001,0,14.8,1.1,17
12/12/2012,2:00,144,3.7,15.6,1.3,22,65.3,0,0,1014,0.001,0.001,0.002,0,11.9,-1.2,15
12/12/2012,3:00,157,3,16.1,1.2,21.5,66.7,0,0,1013,0,0.002,0.002,0,18.6,3.8,15
12/12/2012,4:00,148,3,16.1,1.1,21.3,68.3,0,1,1013,0.003,0.003,0.006,0,14.9,1.7,26
12/12/2012,5:00,146,3.5,14.3,1.2,21.5,67.3,0,39,1014,0.008,0.007,0.015,0,20.8,5.7,21
12/12/2012,6:00,142,4.6,15.5,1.5,22.6,62.3,0,257,1014,0.01,0.007,0.017,0,27.5,9.1,21
12/12/2012,7:00,134,5.5,14,1.8,23.9,57.5,0,501,1015,0.009,0.006,0.014,0.001,26.8,8.1,20
12/12/2012,8:00,134,5.2,17.6,1.8,25.5,50.9,0,661,1015,0.01,0.005,0.015,0.002,32.8,2.7,21
12/12/2012,9:00,123,4.9,17.1,1.6,26.4,48.9,0,583,1015,0.008,0.004,0.012,0.003,33.2,2.3,15
12/12/2012,10:00,107,4.8,13.7,1.5,26.6,51,0,463,1015,0.009,0.006,0.015,0.001,16,-2.5,15
12/12/2012,11:00,101,5.5,11.6,1.7,26.4,53.7,0,541,1015,0.018,0.006,0.023,0.003,21.6,0.6,16
12/12/2012,12:00,107,5,14.7,2,25.1,61.5,0,442,1014,0.007,0.004,0.011,0.001,22.9,4.7,13
12/12/2012,13:00,92,6.4,10.8,1.7,26.8,58,0,905,1014,0.074,0.015,0.088,0.021,24.5,3.2,19
12/12/2012,14:00,89,7.2,9.6,2,26.9,57.1,0,848,1013,0.093,0.018,0.11,0.03,49.4,8.6,21
12/12/2012,15:00,95,7.4,9,1.9,26.3,58.3,0,628,1013,0.045,0.009,0.053,0.017,53.3,8.3,22
12/12/2012,16:00,96,6.9,9.5,1.9,25.8,61.1,0,378,1013,0.016,0.006,0.022,0.004,37.3,2.6,23
12/12/2012,17:00,99,6.7,10.4,1.9,25.4,64.1,0,142,1013,0.019,0.007,0.026,0.004,29.2,4.2,20
12/12/2012,18:00,106,6.5,9.1,2,24.7,64.9,0,14,1014,0.006,0.003,0.008,0.002,30.4,7,17
12/12/2012,19:00,107,6.5,9.4,1.7,24.4,64.6,0,0,1014,0.003,0.001,0.004,0,21.1,3.5,15
12/12/2012,20:00,114,6.1,9.7,1.8,24.2,60.3,0,0,1015,0.003,0.003,0.006,0,19.4,2.4,14
12/12/2012,21:00,120,4.9,12.5,1.5,24,60.1,0,0,1016,0.002,0.001,0.002,0,21.5,3,12
12/12/2012,22:00,129,4.3,12.2,1.6,23.4,62.2,0,0,1016,0.001,0.001,0.002,0.005,18.4,2,12
12/12/2012,23:00,133,3.6,15.1,1.4,22.8,64.6,0,0,1015,0.001,0.001,0.002,0.005,14.5,1.5,12
13/12/2012,0:00,147,3,14.7,0.9,22,66,0,0,1015,,,,,17.1,2.7,
13/12/2012,1:00,147,2.7,13.8,0.9,21.4,67.1,0,0,1014,0.001,0.001,0.002,0.001,17.1,3.5,11
13/12/2012,2:00,154,2.3,16.4,0.9,21.1,68.6,0,0,1014,0,0.002,0.002,0,15.2,3.5,14
13/12/2012,3:00,148,2.3,15.6,0.9,20.9,69.6,0,0,1014,0.001,0.004,0.004,0,15.7,3.4,13
13/12/2012,4:00,151,2.7,14,0.9,20.8,69.4,0,1,1014,0.002,0.004,0.006,0,18,5.1,11
13/12/2012,5:00,144,2.8,13.6,1,21,68.5,0,40,1014,0.016,0.011,0.026,0,19,5.2,23
13/12/2012,6:00,144,3.7,18.2,1.3,22.2,62.1,0,260,1015,0.012,0.01,0.022,0,25.5,9.6,30
13/12/2012,7:00,137,3.9,18.5,1.6,23.9,52.8,0,507,1015,0.009,0.004,0.013,0,22.8,6,15
13/12/2012,8:00,122,4.5,18,1.6,24.9,48.3,0,724,1016,0.007,0.005,0.012,0.002,24.4,4.5,15
13/12/2012,9:00,115,4.1,19.3,1.5,25.9,42.9,0,927,1015,0.009,0.005,0.013,0.002,25.7,9.3,12
13/12/2012,10:00,90,3.7,18.8,1.2,26.5,43.5,0,1047,1015,0.029,0.011,0.04,0.008,20.7,6.1,13
13/12/2012,11:00,84,4.1,17.5,1.3,27.3,43.7,0,1101,1014,0.032,0.01,0.042,0.011,38.5,12.6,15
13/12/2012,12:00,72,5.5,11.2,1.5,27.5,43,0,1081,1014,0.007,0.006,0.012,0.002,36.4,11.8,14
13/12/2012,13:00,73,6,11.7,1.6,27.1,46.2,0,962,1013,0.006,0.004,0.01,0.001,35,11.3,14
13/12/2012,14:00,82,5.8,11.8,1.5,26.7,50.8,0,827,1013,0.069,0.013,0.082,0.021,39.8,3.4,17
13/12/2012,15:00,87,6.5,10,1.9,26.4,52.2,0,612,1012,0.083,0.018,0.101,0.025,43.6,6,19
13/12/2012,16:00,88,6.3,10.4,1.7,25.9,54.5,0,359,1012,0.097,0.02,0.116,0.029,46.4,4.8,17
13/12/2012,17:00,86,5.3,11.8,1.7,25.4,56.3,0,142,1012,0.071,0.018,0.089,0.022,38.7,4.6,15
13/12/2012,18:00,98,4.8,10.2,1.6,24.9,55.6,0,13,1013,0.023,0.009,0.032,0.008,28.1,3.4,14
13/12/2012,19:00,107,4.9,9.3,1.4,24.3,57.9,0,0,1014,0.005,0.003,0.008,0.001,24.4,7.2,12
13/12/2012,20:00,111,4.4,10.2,1.3,24,55.9,0,0,1014,0.003,0.001,0.004,0,19.2,1.3,12
13/12/2012,21:00,121,3.4,12,1.2,23.6,53.2,0,0,1015,0.002,0.002,0.003,0,20.5,3.2,11
13/12/2012,22:00,122,2.6,13.8,1,23.1,51.8,0,0,1015,0.006,0.004,0.01,0.007,20.4,4.3,10
13/12/2012,23:00,132,2.6,13.4,0.9,22.4,51.3,0,0,1014,0.001,0.002,0.002,0.006,21.8,4.6,7
14/12/2012,0:00,136,3.1,12.7,1,21.7,55.8,0,0,1014,,,,,18.6,3.5,
14/12/2012,1:00,144,2.6,16,1,21.3,58.4,0,0,1013,0.001,0.001,0.002,0,14.4,-0.5,10
14/12/2012,2:00,154,2.5,16.5,0.9,21.1,60.7,0,0,1012,0.001,0.003,0.004,0,21.4,6.7,16
14/12/2012,3:00,157,2.7,13.4,1,20.9,62.6,0,0,1012,0.001,0.002,0.002,0,18.4,5.1,15
14/12/2012,4:00,158,2.5,13.8,0.8,20.6,64.7,0,0,1012,0.001,0.004,0.005,0,15.4,2.6,12
14/12/2012,5:00,155,2.6,16,0.9,20.8,65.3,0,37,1012,0.009,0.009,0.018,0,14.4,0.8,18
14/12/2012,6:00,144,3,18.5,1.2,22.1,60.9,0,261,1013,0.016,0.012,0.028,0,20,5.2,20
14/12/2012,7:00,139,3.1,19.6,1.2,23.5,53.6,0,508,1013,0.009,0.007,0.016,0,26.8,6.6,18
14/12/2012,8:00,142,2.9,29.3,1.2,24.5,46.8,0,748,1013,0.007,0.005,0.012,0,35.8,9.1,16
14/12/2012,9:00,109,2.3,39.7,1.2,25.9,40.7,0,926,1013,0.013,0.008,0.021,0.001,33.9,3.9,14
14/12/2012,10:00,60,3.7,15.5,1.3,26.2,43.6,0,1041,1012,0.008,0.007,0.014,0.002,18.9,4.2,15
14/12/2012,11:00,42,3.6,11.5,1.1,26.2,45.9,0,1086,1012,0.004,0.003,0.007,0,23.6,6.1,14
14/12/2012,12:00,49,3.8,12.6,1.2,26.4,49.1,0,1075,1011,0.007,0.005,0.012,0.001,26.8,10,14
14/12/2012,13:00,59,4.2,13.9,1.4,26.5,47.5,0,992,1010,0.006,0.005,0.01,0.001,25.6,9.8,13
14/12/2012,14:00,65,4.8,11.2,1.3,26.6,43.3,0,819,1010,0.007,0.005,0.012,0.001,28.5,11.9,13
14/12/2012,15:00,60,5,10.7,1.3,26.4,45.9,0,593,1009,0.009,0.006,0.014,0.001,29.7,8.8,13
14/12/2012,16:00,65,4.7,12.1,1.3,25.8,52.5,0,353,1009,0.006,0.005,0.011,0.001,30.8,7.4,14
14/12/2012,17:00,69,4.4,10.3,1.2,25.2,54.7,0,132,1009,0.008,0.005,0.013,0.001,21.8,-0.5,14
14/12/2012,18:00,78,3.8,13.3,1.2,24.9,54.8,0,15,1010,0.021,0.012,0.032,0.004,29.1,0.6,15
14/12/2012,19:00,101,3.3,16.3,1,24.6,55.1,0,0,1010,0.009,0.009,0.018,0.004,32.4,5.3,14
14/12/2012,20:00,114,3,13.1,1,24.3,55.3,0,0,1011,0.003,0.004,0.007,0.001,25,3.9,12
14/12/2012,21:00,123,2.2,13.2,0.8,23.8,55.5,0,0,1011,0.004,0.006,0.01,0,22.5,3.6,12
14/12/2012,22:00,123,2.7,11.3,0.9,23.2,59.1,0,0,1011,0.003,0.005,0.008,0,19.1,1.6,16
14/12/2012,23:00,138,1.7,19.9,0.7,22.5,61,0,0,1011,0.003,0.004,0.007,0.004,22.6,5.2,52
15/12/2012,0:00,185,0.9,20.3,0.4,21.9,60.8,0,0,1010,,,,,23,8.6,
15/12/2012,1:00,165,1.6,14.1,0.5,21.3,61.9,0,0,1010,0,0.002,0.002,0.001,22.6,8.5,12
15/12/2012,2:00,168,1.5,17.1,0.6,21,64.8,0,0,1009,0.001,0.002,0.003,0,15.5,2.9,12
15/12/2012,3:00,167,1.4,22.3,0.6,20.8,67.2,0,0,1009,0,0.002,0.002,0,17.7,3.7,16
15/12/2012,4:00,181,1.4,22.8,0.6,20.6,69.5,0,0,1009,0.002,0.002,0.004,0,17.4,3.2,21
15/12/2012,5:00,176,1.5,20.9,0.6,20.8,70.9,0,36,1009,0.009,0.007,0.016,0,20.4,6.3,19
15/12/2012,6:00,156,2.6,19.4,1,22.3,67,0,261,1010,0.005,0.004,0.008,0,17.4,2.3,16
15/12/2012,7:00,145,2.1,26.8,1,23.9,61.6,0,513,1010,0.003,0.003,0.006,0.005,24.5,6.3,18
15/12/2012,8:00,107,2.4,20.7,1,25.4,56.5,0,755,1010,0.006,0.003,0.009,0.002,27.1,7.2,14
15/12/2012,9:00,108,2.7,23.8,1,26,54.9,0,921,1010,0.006,0.003,0.009,0,21.1,4.5,15
15/12/2012,10:00,67,2.8,29.2,1,26.7,53.8,0,1035,1010,0.009,0.004,0.013,0.001,22.8,7.7,15
15/12/2012,11:00,45,3.2,13.7,0.9,26.6,55.3,0,1090,1009,0.004,0.002,0.006,0,23.6,8.4,14
15/12/2012,12:00,39,3.2,17.2,1.1,26.9,55.1,0,1071,1008,0.003,0.003,0.006,0,25.9,11.2,12
15/12/2012,13:00,41,3.2,19,1.2,27,57.1,0,977,1008,0.003,0.002,0.005,0,21.6,8.2,12
15/12/2012,14:00,55,4,13.4,1.4,26.8,58.8,0,812,1007,0.003,0.002,0.005,0,24.3,11.2,12
15/12/2012,15:00,38,3.4,16.2,1.1,26.4,61,0,555,1006,0.003,0.002,0.004,0,23.5,10,12
15/12/2012,16:00,34,2.8,18.4,1.1,25.9,64,0,288,1006,0.003,0.002,0.005,0,22.1,8.9,13
15/12/2012,17:00,44,2.3,16.3,1,25.3,66.9,0,109,1007,0.004,0.003,0.006,0,16.3,4.5,14
15/12/2012,18:00,45,1.8,17.7,0.8,24.9,69.6,0,16,1007,0.004,0.004,0.008,0,20.4,7.6,14
15/12/2012,19:00,33,1.6,19.9,0.7,24.8,68,0,0,1008,0.004,0.004,0.008,0,16.9,5,9
15/12/2012,20:00,37,1.4,20,0.5,24.6,70.4,0,0,1008,0.003,0.003,0.006,0,18.5,5.8,9
15/12/2012,21:00,28,1.5,19.9,0.7,24.6,69.8,0,0,1009,0.001,0.003,0.004,0,15.5,3.7,9
15/12/2012,22:00,21,1.4,18.2,0.7,24.5,68.7,0,0,1009,0.004,0.003,0.006,0,14.5,1.5,8
15/12/2012,23:00,6,1.5,166.7,0.7,24.6,70.6,0,0,1008,0,0.002,0.002,0,16.3,3.9,9
16/12/2012,0:00,336,1.1,21.6,0.4,24.3,72.1,0,0,1008,,,,,11.8,-1.9,
16/12/2012,1:00,327,0.8,25.9,0.3,23.7,74.7,0,0,1007,0,0.005,0.005,0,17.6,3.9,9
16/12/2012,2:00,336,1,33.4,0.5,23.7,75.5,0,0,1006,0,0.005,0.005,0.001,16.3,3.4,8
16/12/2012,3:00,294,1.1,23.7,0.4,23.7,74.4,0,0,1006,0.001,0.012,0.013,0.003,12.7,0.8,9
16/12/2012,4:00,256,0.9,18.5,0.3,23.3,75.5,0,0,1007,0.001,0.011,0.012,0.002,15.7,3.6,11
16/12/2012,5:00,235,1,22.9,0.5,22.7,77.8,0,34,1008,0.001,0.007,0.008,0.001,22.1,7.7,12
16/12/2012,6:00,276,1,40.3,0.5,24.4,70.5,0,230,1008,0.001,0.003,0.004,0,17.6,3.9,9
16/12/2012,7:00,299,1.8,33.5,0.8,25.7,64.8,0,334,1009,0.001,0.003,0.004,0,13.4,4,7
16/12/2012,8:00,301,1.9,35.2,1.1,26.3,61.5,0,634,1009,0.045,0.016,0.061,0.021,16.7,3,10
16/12/2012,9:00,331,1.7,37.8,1,27.9,54.3,0,846,1008,0.035,0.02,0.054,0.022,27.3,11.1,14
16/12/2012,10:00,8,2.6,158.3,1.5,28.5,51.7,0,985,1008,0.008,0.009,0.017,0.008,26.7,10.5,14
16/12/2012,11:00,16,4.8,12,1.5,27.2,59.9,0,1058,1007,0.002,0.001,0.003,0.001,23.4,7.3,9
16/12/2012,12:00,19,3.8,19.3,1.7,27.7,58,0,1047,1007,0.002,0.001,0.003,0,22.5,9.1,8
16/12/2012,13:00,21,3.4,19.1,1.6,28.1,56,0,957,1006,0.001,0.001,0.002,0,23.6,10.4,8
16/12/2012,14:00,18,4,16.8,1.5,27.9,55.6,0,801,1005,0.002,0.002,0.003,0.001,21.2,9.1,7
16/12/2012,15:00,19,3.8,16.7,1.5,27.3,59.6,0,539,1005,0.001,0.001,0.002,0,21,10.1,6
16/12/2012,16:00,26,3.6,17,1.4,26.8,65.9,0,355,1005,0.002,0.001,0.003,0,17.6,5.6,7
16/12/2012,17:00,26,3.1,16.3,1.2,26.4,67.7,0,134,1006,0.002,0.002,0.004,0,14.5,3.2,8
16/12/2012,18:00,27,2.6,17.3,1.1,25.9,69.5,0,16,1006,0.002,0.002,0.004,0,16.1,2.2,7
16/12/2012,19:00,23,2.3,14,0.8,25.6,72.1,0,0,1007,0.002,0.002,0.004,0,12.4,1.9,7
16/12/2012,20:00,15,2.4,16.3,0.9,25.5,73.6,0,0,1008,0.001,0.001,0.001,0,20.1,7.9,6
16/12/2012,21:00,7,2,174,0.8,25.4,74.4,0,0,1008,0.001,0.002,0.003,0,13.1,0.9,6
16/12/2012,22:00,351,1.5,22.1,0.8,25.2,75.7,0,0,1008,0,0.004,0.004,0.001,12.9,-1,6
16/12/2012,23:00,332,1.5,25.1,0.6,24.9,76.5,0,0,1007,0,0.001,0.001,0,13.2,0.3,7
17/12/2012,0:00,310,1.2,21.8,0.5,24.6,77.2,0,0,1007,,,,,13.3,0.7,
17/12/2012,1:00,328,1.6,23.1,0.7,24.6,77.7,0,0,1007,0,0.002,0.002,0.001,19.1,3.6,10
17/12/2012,2:00,302,1.1,29,0.5,24.3,79.3,0,0,1006,0,0.003,0.003,0.002,18.9,3.5,7
17/12/2012,3:00,301,1.5,18.6,0.5,24.3,79.7,0,0,1007,0.002,0.012,0.014,0.001,16.6,4.6,8
17/12/2012,4:00,291,1.3,22.9,0.6,24.3,80.7,0,0,1007,0,0.008,0.008,0.001,18,4.6,9
17/12/2012,5:00,286,1.1,40,0.8,24.2,78.3,0,37,1008,0.004,0.011,0.015,0.001,12.5,0.9,10
17/12/2012,6:00,281,1.4,30.8,0.7,25.3,72.4,0,212,1008,0.005,0.008,0.013,0.001,14.8,3,26
17/12/2012,7:00,322,2.4,21,1.1,26.6,66.7,0,437,1008,0.005,0.008,0.013,0.001,25,10.8,44
17/12/2012,8:00,325,3.4,18,1.2,27.4,62,0,667,1008,0.002,0.003,0.005,0.001,25.4,11.6,30
17/12/2012,9:00,333,2.7,27.5,1.2,29.2,53,0,839,1008,0.002,0.005,0.007,0.001,29.4,13.2,24
17/12/2012,10:00,32,3,18.7,1.2,28.8,61.2,0,965,1007,0.006,0.005,0.011,0,25.2,10.3,42
17/12/2012,11:00,33,3.6,17.2,1.6,28.6,64,0,1021,1007,0.005,0.004,0.008,0,30.4,18,49
17/12/2012,12:00,24,4.3,17.6,1.6,28.5,65.5,0,1004,1005,0.004,0.003,0.007,0.001,30.1,16.5,43
17/12/2012,13:00,20,4.6,14.6,1.8,28.6,65.9,0,915,1004,0.002,0.001,0.003,0,30.7,14.3,27
17/12/2012,14:00,19,4.8,14.3,1.7,28.6,68,0,762,1004,0.003,0.002,0.004,0,25,10.2,25
17/12/2012,15:00,23,4,13.6,1.5,28.9,68,0,560,1003,0.005,0.004,0.009,0,24.3,9,24
17/12/2012,16:00,20,3.1,16.7,1,29.2,66.3,0,270,1003,0.005,0.004,0.009,0,26.6,9.9,31
17/12/2012,17:00,16,2.3,17.5,0.9,28.4,68.2,0,64,1003,0.005,0.007,0.011,0,24.4,7.2,24
17/12/2012,18:00,8,2.1,17.7,0.8,27.7,71.4,0,9,1004,0.002,0.008,0.01,0.001,25,5.3,23
17/12/2012,19:00,10,1.7,180.4,0.8,27.1,74.7,0,0,1004,0.002,0.008,0.009,0.001,19.9,5.2,23
17/12/2012,20:00,20,1.2,168.5,0.7,26.8,76,0,0,1005,0.001,0.004,0.005,0,15.7,0.9,22
17/12/2012,21:00,19,1.6,173.5,0.8,26.9,74.7,0,0,1006,0.009,0.005,0.014,0,22.1,6.4,22
17/12/2012,22:00,360,2.4,19.7,1.1,26.5,79.8,0,0,1006,0.002,0.002,0.004,0,22.8,7.3,20
17/12/2012,23:00,351,2.2,23,1,26.4,80.6,0,0,1006,0.003,0.003,0.006,0,16.8,2.1,19
18/12/2012,0:00,29,1.3,34.3,0.7,26.3,80,0,0,1007,,,,,13,1.8,
18/12/2012,1:00,28,1.9,18.8,0.8,26.3,80,0.6,0,1007,0,0.001,0.001,0,15.4,1.5,19
18/12/2012,2:00,32,1.7,24.7,0.9,25.4,84.9,8.2,0,1007,0.002,0.003,0.004,0,20.4,3.9,29
18/12/2012,3:00,8,1.6,175.3,0.8,25.3,86.6,0,0,1007,0.001,0.002,0.002,0,24.7,6.2,17
18/12/2012,4:00,336,2.4,24.3,1.2,25,85.9,2.8,0,1006,0.004,0.01,0.013,0,12.8,0.2,22
18/12/2012,5:00,298,1.9,28,1,25.1,85.5,0,22,1007,0.002,0.009,0.011,0.002,18.4,3.3,22
18/12/2012,6:00,292,0.8,84.4,0.9,25.4,83.8,0,102,1007,0.01,0.012,0.021,0.001,15.9,1.9,23
18/12/2012,7:00,323,2.2,23.1,1.1,26,79.4,0,214,1008,0.003,0.007,0.01,0.001,19.5,4.2,20
18/12/2012,8:00,343,1.7,30.9,0.8,27.5,69.5,0,608,1008,0.004,0.006,0.01,0.001,17.3,5.2,23
18/12/2012,9:00,46,2.2,21.1,0.8,27.8,68.4,0,854,1008,0.005,0.005,0.01,0.001,25.4,11.4,25
18/12/2012,10:00,40,2.4,20.8,0.9,28.4,66.6,0,971,1007,0.006,0.005,0.01,0,26.5,12.8,26
18/12/2012,11:00,28,3.6,17.9,1.5,28.3,69.1,0,1027,1007,0.003,0.003,0.006,0,27,13.4,24
18/12/2012,12:00,19,4,16.3,1.6,28.3,70,0,1011,1006,0.004,0.002,0.006,0,23.4,10.8,20
18/12/2012,13:00,25,3.7,15.4,1.5,28.5,69.8,0,938,1005,0.006,0.004,0.009,0,25.6,12,20
18/12/2012,14:00,19,4.4,14.6,1.7,28.3,70.7,0,799,1005,0.002,0.002,0.004,0,20.7,7.1,18
18/12/2012,15:00,27,3.7,18.1,1.6,28,71.2,0,532,1004,0.003,0.003,0.006,0,24.4,12,18
18/12/2012,16:00,23,3.7,14.7,1.4,27.4,74.4,0,260,1004,0.004,0.003,0.007,0,22.1,9.4,18
18/12/2012,17:00,18,3.3,15.4,1.2,27.1,75.4,0,120,1005,0.004,0.004,0.007,0,20.3,5.1,17
18/12/2012,18:00,6,2.6,20,1.2,26.7,76.1,0,16,1006,0.005,0.005,0.01,0,15.4,1.9,15
18/12/2012,19:00,9,2.7,176.1,1,26.4,77.6,0,0,1006,0.002,0.003,0.005,0,19.3,6.9,12
