Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Carbon Monoxide (ppm)
07/04/2016,14:00,35,2.4,30.9,1.1,0.032,0.024,0.056,0.3
07/04/2016,15:00,38,2.3,29.8,1.0,0.052,0.031,0.082,0.4
07/04/2016,16:00,38,2.4,28.8,1.0,0.044,0.023,0.066,0.4
07/04/2016,17:00,44,2.4,24.4,1.0,0.050,0.024,0.074,0.5
07/04/2016,18:00,38,2.0,23.3,0.8,0.037,0.023,0.060,0.5
07/04/2016,19:00,48,1.2,25.8,0.5,0.031,0.022,0.053,0.4
07/04/2016,20:00,105,0.6,40.0,0.3,0.036,0.025,0.061,0.4
07/04/2016,21:00,130,0.6,27.9,0.2,0.035,0.024,0.059,0.4
07/04/2016,22:00,128,0.3,69.9,0.3,0.030,0.019,0.049,0.4
07/04/2016,23:00,165,0.6,36.0,0.3,0.036,0.019,0.055,0.5
08/04/2016,00:00,227,0.2,63.4,0.3,,,,
08/04/2016,01:00,253,0.2,141.3,0.2,0.018,0.016,0.034,0.2
08/04/2016,02:00,242,0.2,77.0,0.3,0.013,0.016,0.029,0.2
08/04/2016,03:00,230,0.1,87.2,0.2,0.009,0.014,0.023,0.1
08/04/2016,04:00,250,0.3,51.5,0.2,0.009,0.013,0.021,0.1
08/04/2016,05:00,210,0.5,32.1,0.3,0.026,0.015,0.040,0.2
08/04/2016,06:00,226,0.5,29.7,0.3,0.048,0.019,0.067,0.3
08/04/2016,07:00,221,0.4,49.5,0.3,0.046,0.020,0.066,0.4
08/04/2016,08:00,197,0.3,80.2,0.4,0.048,0.022,0.070,0.3
08/04/2016,09:00,57,0.7,59.3,0.6,0.058,0.028,0.086,0.4
08/04/2016,10:00,21,0.8,56.4,0.7,0.042,0.025,0.066,0.3
08/04/2016,11:00,43,1.1,47.5,0.8,0.053,0.031,0.084,0.4
08/04/2016,12:00,71,0.9,58.5,0.7,0.058,0.032,0.090,0.4
08/04/2016,13:00,66,1.2,55.5,0.8,0.045,0.027,0.071,0.4
08/04/2016,14:00,61,1.4,43.1,0.8,0.057,0.033,0.090,0.5
08/04/2016,15:00,41,1.9,34.7,1.0,0.060,0.029,0.089,0.5
08/04/2016,16:00,43,1.9,28.6,0.8,0.053,0.032,0.085,0.5
08/04/2016,17:00,40,1.8,22.9,0.7,0.054,0.025,0.079,0.6
08/04/2016,18:00,38,1.6,23.2,0.7,0.048,0.031,0.078,0.6
08/04/2016,19:00,40,1.3,24.7,0.5,0.025,0.021,0.046,0.3
08/04/2016,20:00,36,1.1,25.0,0.4,0.029,0.017,0.046,0.3
08/04/2016,21:00,33,0.7,42.6,0.4,0.029,0.019,0.048,0.4
08/04/2016,22:00,285,0.2,65.6,0.2,0.009,0.016,0.025,0.2
08/04/2016,23:00,220,0.3,53.0,0.2,0.004,0.015,0.019,0.2
09/04/2016,00:00,193,0.3,50.0,0.2,,,,
09/04/2016,01:00,196,0.4,28.3,0.2,0.019,0.016,0.035,0.3
09/04/2016,02:00,193,0.3,66.6,0.2,0.022,0.015,0.037,0.3
09/04/2016,03:00,245,0.3,74.1,0.3,0.017,0.014,0.030,0.2
09/04/2016,04:00,277,0.3,73.3,0.3,0.010,0.013,0.023,0.2
09/04/2016,05:00,227,0.4,59.9,0.3,0.006,0.013,0.019,0.1
09/04/2016,06:00,220,0.6,37.5,0.4,0.008,0.012,0.019,0.1
09/04/2016,07:00,195,0.6,34.6,0.3,0.016,0.011,0.027,0.2
09/04/2016,08:00,164,0.2,126.3,0.3,0.033,0.016,0.048,0.3
09/04/2016,09:00,28,0.8,58.4,0.7,0.025,0.016,0.041,0.2
09/04/2016,10:00,27,1.0,58.1,0.8,0.030,0.018,0.047,0.3
09/04/2016,11:00,33,1.1,58.5,0.8,0.020,0.018,0.038,0.2
09/04/2016,12:00,20,1.1,174.8,0.9,0.015,0.013,0.028,0.2
09/04/2016,13:00,53,1.6,46.8,1.0,0.020,0.016,0.036,0.2
09/04/2016,14:00,55,2.4,34.4,0.9,0.016,0.013,0.029,0.2
09/04/2016,15:00,51,1.9,33.4,0.9,0.019,0.014,0.032,0.3
09/04/2016,16:00,48,2.0,29.3,0.9,0.023,0.015,0.038,0.3
09/04/2016,17:00,48,2.0,23.2,0.8,0.022,0.015,0.037,0.3
09/04/2016,18:00,30,1.7,28.7,0.8,0.017,0.016,0.032,0.3
09/04/2016,19:00,32,1.4,27.2,0.6,0.021,0.016,0.037,0.3
09/04/2016,20:00,38,1.4,25.7,0.6,0.018,0.012,0.030,0.3
09/04/2016,21:00,29,0.9,31.8,0.4,0.022,0.016,0.038,0.4
09/04/2016,22:00,19,1.0,30.8,0.5,0.019,0.016,0.035,0.4
09/04/2016,23:00,56,0.9,29.7,0.4,0.019,0.015,0.033,0.3
10/04/2016,00:00,12,0.3,128.4,0.2,,,,
10/04/2016,01:00,293,0.3,48.5,0.2,0.000,0.004,0.004,0.1
10/04/2016,02:00,206,0.3,70.6,0.3,0.006,0.007,0.012,0.1
10/04/2016,03:00,201,0.2,65.6,0.2,0.004,0.009,0.013,0.1
10/04/2016,04:00,211,0.4,41.5,0.2,0.014,0.012,0.025,0.1
10/04/2016,05:00,242,0.2,62.1,0.2,0.021,0.012,0.033,0.1
10/04/2016,06:00,246,0.2,74.0,0.3,0.022,0.010,0.031,0.2
10/04/2016,07:00,208,0.5,45.2,0.3,0.015,0.008,0.023,0.2
10/04/2016,08:00,228,0.3,79.2,0.4,0.013,0.008,0.021,0.2
10/04/2016,09:00,7,0.6,182.3,0.7,0.012,0.007,0.018,0.1
10/04/2016,10:00,32,1.1,166.6,0.8,0.012,0.007,0.019,0.2
10/04/2016,11:00,42,1.7,36.6,0.9,0.013,0.010,0.023,0.2
10/04/2016,12:00,43,1.9,40.4,1.1,0.013,0.010,0.023,0.3
10/04/2016,13:00,39,2.7,27.0,1.0,0.012,0.008,0.020,0.1
10/04/2016,14:00,44,2.8,27.9,1.2,0.013,0.008,0.021,0.1
10/04/2016,15:00,27,2.7,27.9,1.3,0.008,0.006,0.014,0.2
10/04/2016,16:00,25,2.2,29.7,1.0,0.011,0.010,0.021,0.2
10/04/2016,17:00,31,2.3,28.7,1.1,0.012,0.007,0.019,0.2
10/04/2016,18:00,28,2.1,29.9,0.9,0.011,0.007,0.018,0.2
10/04/2016,19:00,22,1.9,25.8,0.9,0.010,0.010,0.019,0.2
10/04/2016,20:00,26,1.6,31.3,0.9,0.010,0.008,0.018,0.1
10/04/2016,21:00,12,1.5,32.2,0.8,0.005,0.008,0.013,0.1
10/04/2016,22:00,110,0.8,38.3,0.4,0.007,0.008,0.015,0.1
10/04/2016,23:00,106,0.5,63.0,0.3,0.007,0.009,0.016,0.1
11/04/2016,00:00,348,0.3,138.2,0.3,,,,
11/04/2016,01:00,18,0.8,176.4,0.7,0.001,0.005,0.005,0.1
11/04/2016,02:00,26,1.3,29.4,0.6,0.002,0.003,0.005,0.1
11/04/2016,03:00,319,0.4,49.5,0.3,0.002,0.004,0.005,0.0
11/04/2016,04:00,267,0.3,59.4,0.2,0.007,0.007,0.013,0.1
11/04/2016,05:00,256,0.3,55.0,0.2,0.026,0.010,0.036,0.3
11/04/2016,06:00,295,0.3,56.6,0.2,0.054,0.021,0.074,0.5
11/04/2016,07:00,294,0.4,50.2,0.3,0.042,0.016,0.058,0.3
11/04/2016,08:00,263,0.3,65.9,0.3,0.035,0.017,0.052,0.3
11/04/2016,09:00,345,0.6,63.8,0.6,0.047,0.023,0.069,0.3
11/04/2016,10:00,338,0.7,49.6,0.6,0.026,0.018,0.043,0.2
11/04/2016,11:00,284,0.6,58.4,0.6,0.016,0.013,0.029,0.2
11/04/2016,12:00,245,0.4,49.4,0.3,0.014,0.013,0.026,0.1
11/04/2016,13:00,200,0.7,52.1,0.6,0.023,0.020,0.043,0.2
11/04/2016,14:00,183,1.3,30.0,0.7,0.017,0.023,0.039,0.2
11/04/2016,15:00,197,0.8,38.6,0.5,0.022,0.023,0.044,0.5
11/04/2016,16:00,186,0.9,35.0,0.4,0.020,0.026,0.045,0.4
11/04/2016,17:00,175,0.4,60.7,0.3,0.053,0.038,0.091,0.8
11/04/2016,18:00,62,0.7,32.0,0.3,0.076,0.044,0.120,0.9
11/04/2016,19:00,47,1.0,19.3,0.3,0.044,0.034,0.078,0.6
11/04/2016,20:00,30,0.8,38.2,0.4,0.021,0.024,0.045,0.4
11/04/2016,21:00,342,0.6,41.7,0.5,0.008,0.016,0.024,0.3
11/04/2016,22:00,32,0.8,30.6,0.4,0.015,0.014,0.029,0.3
11/04/2016,23:00,67,0.8,27.8,0.4,0.015,0.015,0.029,0.2
12/04/2016,00:00,99,0.4,55.5,0.3,,,,
12/04/2016,01:00,280,0.3,40.3,0.2,0.008,0.016,0.023,0.2
12/04/2016,02:00,266,0.1,82.1,0.2,0.014,0.017,0.031,0.2
12/04/2016,03:00,225,0.4,59.0,0.3,0.013,0.018,0.030,0.2
12/04/2016,04:00,250,0.5,40.8,0.3,0.008,0.015,0.023,0.1
12/04/2016,05:00,243,0.6,49.6,0.3,0.011,0.014,0.025,0.2
12/04/2016,06:00,177,1.1,53.3,0.9,0.025,0.020,0.045,0.3
12/04/2016,07:00,145,1.5,32.1,0.8,0.034,0.021,0.054,0.3
12/04/2016,08:00,145,1.8,32.7,0.9,0.028,0.018,0.046,0.2
12/04/2016,09:00,121,2.3,34.9,1.2,0.033,0.017,0.050,0.2
12/04/2016,10:00,133,1.8,35.5,0.8,0.029,0.019,0.048,0.2
12/04/2016,11:00,160,1.9,30.9,0.9,0.024,0.018,0.041,0.2
12/04/2016,12:00,141,1.6,42.9,0.9,0.029,0.017,0.045,0.2
12/04/2016,13:00,180,1.9,28.7,0.9,0.015,0.016,0.031,0.2
12/04/2016,14:00,178,1.4,36.5,0.7,0.017,0.017,0.033,0.2
12/04/2016,15:00,168,1.4,36.0,0.7,0.025,0.023,0.047,0.3
12/04/2016,16:00,120,1.5,27.6,0.6,0.052,0.034,0.086,0.6
12/04/2016,17:00,101,1.9,28.3,0.8,0.041,0.034,0.075,0.6
12/04/2016,18:00,113,1.4,28.5,0.7,0.025,0.021,0.045,0.4
12/04/2016,19:00,129,1.0,34.1,0.5,0.011,0.018,0.029,0.2
12/04/2016,20:00,156,1.1,31.7,0.6,0.010,0.016,0.025,0.2
12/04/2016,21:00,169,1.2,28.3,0.6,0.003,0.014,0.017,0.2
12/04/2016,22:00,210,0.5,49.9,0.4,0.003,0.011,0.013,0.1
12/04/2016,23:00,224,0.7,41.8,0.5,0.001,0.010,0.011,0.1
13/04/2016,00:00,203,0.9,29.1,0.5,,,,
13/04/2016,01:00,241,0.5,41.6,0.4,0.000,0.006,0.006,0.0
13/04/2016,02:00,271,0.5,46.9,0.3,0.001,0.009,0.010,0.0
13/04/2016,03:00,243,0.7,35.0,0.4,0.001,0.006,0.007,0.0
13/04/2016,04:00,237,0.6,41.5,0.4,0.003,0.008,0.010,0.0
13/04/2016,05:00,232,0.6,39.8,0.4,0.020,0.015,0.035,0.2
13/04/2016,06:00,212,1.0,30.9,0.6,0.025,0.017,0.041,0.3
13/04/2016,07:00,201,1.2,34.9,0.7,0.018,0.015,0.033,0.2
13/04/2016,08:00,183,1.8,34.3,1.0,0.020,0.014,0.033,0.2
13/04/2016,09:00,151,2.2,30.1,1.1,0.030,0.019,0.048,0.2
13/04/2016,10:00,152,2.9,32.4,1.4,0.018,0.014,0.032,0.1
13/04/2016,11:00,136,2.5,34.1,1.2,0.030,0.018,0.048,0.2
13/04/2016,12:00,150,2.5,29.9,1.2,0.025,0.013,0.038,0.3
13/04/2016,13:00,134,2.9,30.8,1.4,0.018,0.014,0.032,0.1
13/04/2016,14:00,132,3.2,30.3,1.4,0.022,0.013,0.035,0.1
13/04/2016,15:00,141,3.0,29.8,1.3,0.021,0.014,0.035,0.2
13/04/2016,16:00,148,2.5,29.2,1.3,0.030,0.021,0.051,0.3
13/04/2016,17:00,148,2.2,30.8,1.1,0.026,0.019,0.045,0.4
13/04/2016,18:00,160,1.9,26.5,1.0,0.017,0.018,0.035,0.3
13/04/2016,19:00,167,1.9,23.1,0.9,0.007,0.012,0.019,0.1
13/04/2016,20:00,168,0.9,33.2,0.6,0.010,0.015,0.025,0.1
13/04/2016,21:00,240,0.4,49.4,0.3,0.003,0.013,0.016,0.1
13/04/2016,22:00,249,0.3,50.6,0.2,0.002,0.011,0.013,0.0
13/04/2016,23:00,254,0.4,45.3,0.3,0.012,0.017,0.029,0.1
14/04/2016,00:00,233,0.4,68.0,0.4,,,,
14/04/2016,01:00,223,0.2,107.3,0.3,0.004,0.015,0.019,0.1
14/04/2016,02:00,196,0.1,91.3,0.3,0.007,0.014,0.021,0.1
14/04/2016,03:00,227,0.3,71.5,0.3,0.005,0.010,0.014,0.1
14/04/2016,04:00,232,0.5,60.5,0.5,0.008,0.013,0.020,0.1
14/04/2016,05:00,251,0.6,44.5,0.4,0.015,0.016,0.030,0.1
14/04/2016,06:00,213,1.0,47.7,0.7,0.012,0.017,0.029,0.2
14/04/2016,07:00,229,0.7,52.6,0.6,0.029,0.017,0.046,0.3
14/04/2016,08:00,194,1.5,33.5,0.7,0.024,0.016,0.039,0.2
14/04/2016,09:00,162,1.9,30.7,1.1,0.027,0.014,0.041,0.3
14/04/2016,10:00,170,1.1,49.8,0.8,0.026,0.017,0.043,0.3
14/04/2016,11:00,134,2.2,34.8,1.3,0.027,0.016,0.043,0.2
14/04/2016,12:00,125,3.4,29.1,1.7,0.022,0.012,0.034,0.2
14/04/2016,13:00,144,3.3,30.7,1.5,0.020,0.013,0.033,0.2
14/04/2016,14:00,135,3.0,31.0,1.6,0.022,0.012,0.033,0.2
14/04/2016,15:00,135,2.9,27.9,1.5,0.024,0.013,0.037,0.2
14/04/2016,16:00,141,2.6,31.0,1.4,0.023,0.016,0.039,0.3
14/04/2016,17:00,150,2.1,27.8,1.0,0.028,0.017,0.045,0.4
14/04/2016,18:00,170,1.7,24.1,0.9,0.014,0.017,0.030,0.2
14/04/2016,19:00,181,1.2,33.7,0.7,0.006,0.012,0.017,0.1
14/04/2016,20:00,176,1.6,25.0,0.8,0.006,0.009,0.015,0.1
14/04/2016,21:00,179,2.0,26.0,0.9,0.003,0.006,0.009,0.1
14/04/2016,22:00,182,2.1,21.7,1.0,0.002,0.003,0.005,0.0
14/04/2016,23:00,225,0.4,59.3,0.3,0.004,0.007,0.010,0.1
15/04/2016,00:00,219,0.5,51.7,0.4,,,,
15/04/2016,01:00,251,0.3,70.8,0.3,0.005,0.010,0.015,0.1
15/04/2016,02:00,210,0.3,73.0,0.4,0.005,0.008,0.012,0.1
15/04/2016,03:00,242,0.4,67.3,0.4,0.013,0.016,0.029,0.1
15/04/2016,04:00,217,0.4,58.3,0.4,0.015,0.014,0.029,0.1
15/04/2016,05:00,193,0.5,46.7,0.3,0.044,0.021,0.065,0.2
15/04/2016,06:00,227,0.4,50.4,0.3,0.057,0.022,0.079,0.3
15/04/2016,07:00,188,1.9,27.3,0.9,0.026,0.016,0.042,0.2
15/04/2016,08:00,195,1.3,31.8,0.7,0.022,0.013,0.035,0.2
15/04/2016,09:00,177,2.1,27.1,1.0,0.022,0.013,0.035,0.2
15/04/2016,10:00,173,1.9,33.3,0.9,0.022,0.013,0.035,0.2
15/04/2016,11:00,176,2.2,27.5,1.1,0.022,0.016,0.038,0.3
15/04/2016,12:00,147,1.8,35.3,1.0,0.031,0.016,0.047,0.3
15/04/2016,13:00,148,1.3,54.6,1.4,0.038,0.020,0.058,0.3
15/04/2016,14:00,214,0.5,65.0,0.4,0.021,0.016,0.037,0.3
15/04/2016,15:00,120,1.7,51.2,1.1,0.035,0.019,0.053,0.4
15/04/2016,16:00,143,1.9,30.2,1.0,0.028,0.018,0.046,0.4
15/04/2016,17:00,144,1.2,30.5,0.6,0.038,0.025,0.062,0.5
15/04/2016,18:00,140,1.0,30.0,0.5,0.035,0.024,0.059,0.5
15/04/2016,19:00,178,0.6,49.4,0.5,0.017,0.020,0.037,0.3
15/04/2016,20:00,216,0.5,39.5,0.3,0.006,0.017,0.023,0.3
15/04/2016,21:00,211,0.8,39.9,0.6,0.003,0.015,0.018,0.2
15/04/2016,22:00,216,0.8,38.6,0.5,0.002,0.012,0.014,0.1
15/04/2016,23:00,236,0.5,57.1,0.4,0.005,0.010,0.014,0.2
16/04/2016,00:00,252,0.3,75.8,0.4,,,,
16/04/2016,01:00,265,0.2,82.0,0.3,0.004,0.009,0.013,0.0
16/04/2016,02:00,215,0.5,52.9,0.3,0.005,0.007,0.012,0.0
16/04/2016,03:00,196,0.8,35.9,0.4,0.007,0.008,0.015,0.0
16/04/2016,04:00,209,0.8,38.4,0.4,0.008,0.010,0.018,0.0
16/04/2016,05:00,190,0.9,38.5,0.5,0.015,0.010,0.025,0.0
16/04/2016,06:00,224,0.6,49.2,0.4,0.023,0.013,0.036,0.0
16/04/2016,07:00,199,0.9,43.3,0.6,0.023,0.010,0.033,0.1
16/04/2016,08:00,196,1.4,33.8,0.7,0.009,0.005,0.013,0.0
16/04/2016,09:00,198,1.2,37.9,0.7,0.014,0.008,0.021,0.1
16/04/2016,10:00,154,1.5,41.0,0.9,0.019,0.012,0.030,0.2
16/04/2016,11:00,126,1.8,40.0,1.0,0.020,0.013,0.033,0.2
16/04/2016,12:00,121,2.0,30.3,0.9,0.015,0.009,0.024,0.2
16/04/2016,13:00,122,1.7,38.0,0.8,0.018,0.009,0.027,0.2
16/04/2016,14:00,116,1.9,31.9,0.8,0.018,0.010,0.028,0.2
16/04/2016,15:00,100,2.1,27.8,0.9,0.021,0.012,0.033,0.3
16/04/2016,16:00,93,1.7,35.7,0.9,0.022,0.015,0.037,0.3
16/04/2016,17:00,103,1.6,28.9,0.7,0.019,0.012,0.031,0.3
16/04/2016,18:00,113,1.2,29.8,0.6,0.017,0.014,0.031,0.3
16/04/2016,19:00,125,1.1,31.6,0.6,0.014,0.012,0.026,0.3
16/04/2016,20:00,112,1.0,34.0,0.5,0.015,0.011,0.026,0.2
16/04/2016,21:00,94,0.9,35.5,0.5,0.016,0.014,0.029,0.3
16/04/2016,22:00,95,0.5,46.3,0.3,0.026,0.018,0.044,0.4
16/04/2016,23:00,186,0.4,55.1,0.3,0.010,0.015,0.024,0.2
17/04/2016,00:00,239,0.5,45.8,0.3,,,,
17/04/2016,01:00,228,0.5,38.9,0.3,0.008,0.014,0.021,0.2
17/04/2016,02:00,226,0.6,37.9,0.4,0.007,0.013,0.020,0.2
17/04/2016,03:00,214,0.5,47.1,0.3,0.004,0.011,0.015,0.1
17/04/2016,04:00,209,0.6,45.8,0.4,0.000,0.007,0.007,0.0
17/04/2016,05:00,229,0.5,48.5,0.4,0.004,0.007,0.011,0.1
17/04/2016,06:00,194,0.7,41.9,0.5,0.008,0.008,0.016,0.1
17/04/2016,07:00,203,0.6,57.3,0.5,0.020,0.009,0.029,0.2
17/04/2016,08:00,201,1.0,43.8,0.8,0.009,0.005,0.013,0.2
17/04/2016,09:00,257,0.4,70.5,0.4,0.009,0.006,0.014,0.2
17/04/2016,10:00,206,0.4,77.3,0.6,0.009,0.006,0.015,0.2
17/04/2016,11:00,166,0.4,90.1,0.6,0.006,0.008,0.014,0.2
17/04/2016,12:00,156,0.2,105.4,0.5,0.014,0.015,0.028,0.4
17/04/2016,13:00,53,2.2,31.2,1.1,0.015,0.010,0.024,0.3
17/04/2016,14:00,76,2.8,26.9,1.1,0.012,0.008,0.019,0.2
17/04/2016,15:00,82,2.5,29.6,1.0,0.012,0.009,0.021,0.2
17/04/2016,16:00,80,2.1,28.8,0.9,0.016,0.010,0.026,0.3
17/04/2016,17:00,103,1.5,28.2,0.7,0.017,0.017,0.034,0.3
17/04/2016,18:00,119,1.1,25.6,0.5,0.011,0.013,0.024,0.2
17/04/2016,19:00,146,0.6,44.6,0.3,0.011,0.015,0.026,0.2
17/04/2016,20:00,162,0.3,50.7,0.2,0.005,0.012,0.017,0.1
17/04/2016,21:00,193,0.4,49.7,0.4,0.004,0.013,0.016,0.2
17/04/2016,22:00,241,0.4,46.6,0.3,0.003,0.012,0.015,0.1
17/04/2016,23:00,202,0.5,41.7,0.4,0.002,0.013,0.015,0.1
18/04/2016,00:00,218,0.7,42.4,0.5,,,,
18/04/2016,01:00,256,0.3,56.6,0.3,0.004,0.008,0.012,0.1
18/04/2016,02:00,204,0.7,31.5,0.3,0.007,0.008,0.015,0.1
18/04/2016,03:00,216,0.4,53.6,0.3,0.014,0.014,0.028,0.1
18/04/2016,04:00,213,0.6,42.0,0.4,0.011,0.010,0.021,0.1
18/04/2016,05:00,230,0.4,42.8,0.3,0.030,0.016,0.046,0.3
18/04/2016,06:00,209,0.6,45.3,0.4,0.058,0.020,0.078,0.4
18/04/2016,07:00,195,0.9,41.2,0.7,0.042,0.019,0.061,0.3
18/04/2016,08:00,190,2.2,24.8,1.0,0.017,0.012,0.029,0.2
18/04/2016,09:00,196,1.2,45.6,0.9,0.022,0.013,0.035,0.2
18/04/2016,10:00,171,0.7,66.4,0.6,0.038,0.018,0.056,0.2
18/04/2016,11:00,206,0.4,87.8,0.7,0.024,0.014,0.038,0.2
18/04/2016,12:00,64,1.1,70.5,1.1,0.028,0.018,0.046,0.3
18/04/2016,13:00,81,2.3,36.6,1.1,0.026,0.017,0.043,0.1
18/04/2016,14:00,76,2.1,29.3,0.9,0.031,0.022,0.053,0.2
18/04/2016,15:00,82,2.0,30.0,0.8,0.039,0.029,0.068,0.2
18/04/2016,16:00,95,2.2,29.8,0.9,0.039,0.023,0.061,0.3
18/04/2016,17:00,104,1.9,29.3,0.9,0.038,0.026,0.064,0.5
18/04/2016,18:00,97,1.1,34.3,0.5,0.042,0.023,0.065,0.4
18/04/2016,19:00,78,0.8,39.2,0.4,0.029,0.022,0.051,0.2
18/04/2016,20:00,103,0.5,42.6,0.4,0.033,0.025,0.058,0.2
18/04/2016,21:00,185,0.5,47.7,0.3,0.014,0.018,0.032,0.1
18/04/2016,22:00,157,0.5,42.6,0.3,0.013,0.016,0.028,0.0
18/04/2016,23:00,163,0.3,61.2,0.3,0.008,0.015,0.022,0.0
19/04/2016,00:00,278,0.3,53.6,0.2,,,,
19/04/2016,01:00,218,0.3,65.5,0.3,0.007,0.014,0.021,0.2
19/04/2016,02:00,227,0.5,54.7,0.5,0.003,0.011,0.014,0.2
19/04/2016,03:00,263,0.3,56.1,0.3,0.003,0.011,0.014,0.1
19/04/2016,04:00,237,0.5,39.9,0.3,0.007,0.013,0.020,0.1
19/04/2016,05:00,211,0.7,33.8,0.3,0.019,0.015,0.033,0.2
19/04/2016,06:00,219,0.6,42.9,0.4,0.051,0.018,0.068,0.4
19/04/2016,07:00,198,0.9,32.5,0.5,0.027,0.014,0.041,0.3
19/04/2016,08:00,190,1.8,26.5,0.9,0.018,0.012,0.030,0.3
19/04/2016,09:00,192,1.2,47.5,0.7,0.024,0.021,0.044,0.4
19/04/2016,10:00,214,0.2,96.6,0.5,0.036,0.018,0.054,0.4
19/04/2016,11:00,318,0.5,58.8,0.5,0.021,0.018,0.039,0.3
19/04/2016,12:00,48,0.4,130.8,0.6,0.032,0.026,0.057,0.5
19/04/2016,13:00,59,1.4,53.2,1.0,0.034,0.027,0.061,0.5
19/04/2016,14:00,67,1.9,34.0,0.9,0.049,0.027,0.076,0.6
19/04/2016,15:00,69,2.3,29.3,0.9,0.059,0.032,0.091,0.7
19/04/2016,16:00,78,2.1,29.5,0.8,0.048,0.028,0.076,0.8
19/04/2016,17:00,103,1.8,28.2,0.7,0.044,0.027,0.070,0.7
19/04/2016,18:00,64,1.2,21.5,0.4,0.061,0.031,0.092,0.9
19/04/2016,19:00,35,0.8,27.8,0.3,0.036,0.025,0.061,0.6
19/04/2016,20:00,30,0.7,26.1,0.3,0.028,0.025,0.053,0.6
19/04/2016,21:00,31,0.4,62.4,0.4,0.023,0.021,0.043,0.5
19/04/2016,22:00,174,0.5,35.6,0.4,0.033,0.022,0.055,0.6
19/04/2016,23:00,173,0.2,64.9,0.2,0.013,0.020,0.033,0.4
20/04/2016,00:00,243,0.5,35.2,0.3,,,,
20/04/2016,01:00,222,0.4,50.1,0.3,0.014,0.017,0.031,0.3
20/04/2016,02:00,224,0.5,52.1,0.3,0.008,0.016,0.024,0.1
20/04/2016,03:00,216,0.8,32.6,0.4,0.006,0.014,0.020,0.1
20/04/2016,04:00,223,0.7,37.1,0.3,0.012,0.014,0.026,0.1
20/04/2016,05:00,219,0.9,28.7,0.4,0.022,0.015,0.037,0.2
20/04/2016,06:00,210,0.7,33.4,0.4,0.046,0.019,0.065,0.4
20/04/2016,07:00,218,0.6,42.9,0.4,0.060,0.022,0.082,0.5
20/04/2016,08:00,203,0.9,49.3,0.7,0.043,0.021,0.063,0.4
20/04/2016,09:00,198,1.2,46.4,0.9,0.027,0.016,0.043,0.3
20/04/2016,10:00,193,1.1,53.6,0.8,0.017,0.013,0.030,0.2
20/04/2016,11:00,176,1.4,42.4,0.9,0.020,0.014,0.034,0.2
20/04/2016,12:00,149,1.1,52.4,0.8,0.026,0.018,0.044,0.2
20/04/2016,13:00,110,1.3,105.7,1.4,0.026,0.019,0.045,0.2
20/04/2016,14:00,116,2.5,27.3,1.1,0.032,0.018,0.049,0.4
20/04/2016,15:00,111,2.3,31.3,1.2,0.033,0.017,0.050,0.4
20/04/2016,16:00,119,2.3,25.9,1.0,0.033,0.018,0.051,0.4
20/04/2016,17:00,121,1.9,29.7,1.0,0.032,0.017,0.049,0.5
20/04/2016,18:00,154,1.1,29.0,0.6,0.023,0.019,0.041,0.4
20/04/2016,19:00,137,0.9,30.6,0.5,0.014,0.015,0.029,0.4
20/04/2016,20:00,164,0.8,43.6,0.6,0.009,0.013,0.022,0.2
20/04/2016,21:00,243,0.4,48.1,0.3,0.004,0.013,0.017,0.2
20/04/2016,22:00,272,0.3,36.7,0.2,0.004,0.011,0.014,0.1
20/04/2016,23:00,277,0.4,42.4,0.2,0.012,0.014,0.025,0.1
21/04/2016,00:00,233,0.4,50.5,0.3,,,,
21/04/2016,01:00,224,0.4,47.4,0.3,0.009,0.011,0.020,0.1
21/04/2016,02:00,227,0.5,41.6,0.3,0.016,0.012,0.027,0.1
21/04/2016,03:00,233,0.4,43.9,0.3,0.018,0.012,0.029,0.2
21/04/2016,04:00,216,0.6,40.3,0.3,0.022,0.011,0.033,0.2
21/04/2016,05:00,207,0.7,34.1,0.4,0.039,0.013,0.052,0.3
21/04/2016,06:00,215,0.7,35.0,0.4,0.058,0.018,0.075,0.4
21/04/2016,07:00,201,0.8,44.5,0.5,0.055,0.017,0.071,0.5
21/04/2016,08:00,199,1.0,36.8,0.6,0.033,0.018,0.051,0.3
21/04/2016,09:00,181,1.1,39.5,0.6,0.033,0.017,0.049,0.3
21/04/2016,10:00,156,0.6,71.4,0.6,0.032,0.016,0.048,0.3
21/04/2016,11:00,96,1.1,38.8,0.6,0.047,0.030,0.077,0.4
21/04/2016,12:00,154,0.7,82.4,0.9,0.029,0.020,0.049,0.3
21/04/2016,13:00,125,0.5,93.7,0.7,0.022,0.019,0.040,0.3
21/04/2016,14:00,123,1.8,27.7,0.9,0.033,0.019,0.051,0.3
21/04/2016,15:00,123,1.3,31.8,0.8,0.058,0.026,0.084,0.7
21/04/2016,16:00,122,1.1,30.0,0.5,0.064,0.028,0.092,0.9
21/04/2016,17:00,123,1.0,29.1,0.5,0.061,0.028,0.089,0.9
21/04/2016,18:00,111,1.0,28.6,0.5,0.052,0.023,0.075,0.7
21/04/2016,19:00,99,0.6,46.0,0.4,0.033,0.022,0.055,0.7
