Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),Visibility-reducing Particles (Mm^-1)
10/06/2016,14:00,273,2.8,22.4,0.9,25.3,25.8,,,0.029,0.002,0.003,0.005,0.000,3.6,2
10/06/2016,15:00,277,3.0,22.1,1.1,24.5,27.1,,,0.028,0.003,0.004,0.007,0.000,5.6,2
10/06/2016,16:00,286,2.2,16.5,0.9,22.8,30.5,,,0.026,0.003,0.005,0.008,0.000,6.3,3
10/06/2016,17:00,284,1.8,15.4,0.6,20.4,36.5,,,0.020,0.004,0.010,0.014,0.000,10.0,8
10/06/2016,18:00,265,0.9,12.0,0.3,18.0,44.9,,,0.011,0.004,0.018,0.022,0.000,12.2,22
10/06/2016,19:00,258,0.7,16.8,0.3,15.6,54.7,,,0.004,0.019,0.027,0.046,0.001,13.4,31
10/06/2016,20:00,191,0.2,80.7,0.4,14.0,61.6,,,0.002,0.038,0.029,0.067,0.001,12.9,30
10/06/2016,21:00,91,0.3,146.9,0.4,12.5,70.0,,,0.002,0.037,0.025,0.062,0.001,16.9,28
10/06/2016,22:00,105,0.2,82.9,0.2,11.6,74.3,,,0.001,0.041,0.024,0.064,0.001,16.8,22
10/06/2016,23:00,189,0.3,73.9,0.3,11.0,77.5,,,0.001,0.020,0.019,0.038,0.001,8.0,16
11/06/2016,00:00,132,0.3,45.3,0.2,10.2,81.1,,,,,,,,8.9,
11/06/2016,01:00,173,0.3,55.3,0.2,10.0,82.3,,,0.002,0.010,0.015,0.025,0.000,9.7,14
11/06/2016,02:00,154,0.3,71.3,0.3,9.6,83.1,,,0.004,0.006,0.011,0.016,0.000,5.2,14
11/06/2016,03:00,263,0.4,47.6,0.2,9.1,84.1,,,0.001,0.010,0.013,0.022,0.000,6.4,16
11/06/2016,04:00,289,0.5,49.1,0.3,8.6,87.4,,,0.001,0.013,0.011,0.024,0.000,7.4,15
11/06/2016,05:00,252,0.2,81.8,0.3,8.3,90.2,,,0.001,0.015,0.010,0.025,0.000,6.9,17
11/06/2016,06:00,245,0.2,82.4,0.2,8.2,90.7,,,0.001,0.055,0.013,0.068,0.001,9.0,18
11/06/2016,07:00,210,0.4,47.5,0.3,10.3,85.4,,,0.003,0.056,0.015,0.071,0.001,11.2,15
11/06/2016,08:00,288,0.8,33.8,0.5,15.4,63.8,,,0.010,0.009,0.009,0.018,0.000,9.7,11
11/06/2016,09:00,284,1.2,29.1,0.4,18.1,55.1,,,0.013,0.008,0.007,0.015,0.000,5.4,8
11/06/2016,10:00,291,0.9,41.1,0.6,19.2,52.4,,,0.016,0.005,0.007,0.012,0.000,5.7,7
11/06/2016,11:00,284,1.1,32.8,0.6,21.0,45.6,,,0.023,0.003,0.005,0.007,0.000,2.9,7
11/06/2016,12:00,236,1.0,52.4,0.6,21.4,42.8,,,0.029,0.002,0.004,0.005,0.000,8.8,25
11/06/2016,13:00,222,0.9,51.5,0.7,22.2,40.9,,,0.028,0.002,0.004,0.005,0.000,7.8,18
11/06/2016,14:00,298,1.5,32.4,0.8,23.7,33.6,,,0.029,0.002,0.003,0.005,0.000,4.6,6
11/06/2016,15:00,281,2.2,22.9,0.9,22.8,33.5,,,0.029,0.002,0.003,0.005,0.000,5.8,4
11/06/2016,16:00,310,1.2,19.3,0.5,21.1,38.0,,,0.021,0.006,0.010,0.016,0.000,7.8,7
11/06/2016,17:00,289,0.8,16.7,0.3,18.4,44.3,,,0.011,0.007,0.020,0.027,0.000,9.5,19
11/06/2016,18:00,260,1.1,22.7,0.3,17.1,49.7,,,0.009,0.006,0.022,0.028,0.000,10.5,20
11/06/2016,19:00,249,1.1,11.4,0.4,16.6,54.4,,,0.012,0.001,0.015,0.016,0.000,12.3,29
11/06/2016,20:00,263,1.0,42.4,0.5,15.9,58.9,,,0.009,0.002,0.015,0.017,0.000,9.2,21
11/06/2016,21:00,332,0.4,44.0,0.3,14.8,65.5,,,0.003,0.006,0.019,0.025,0.000,10.9,28
11/06/2016,22:00,346,0.5,154.8,0.4,13.9,70.9,,,0.002,0.029,0.020,0.049,0.000,10.4,28
11/06/2016,23:00,306,0.6,19.2,0.3,13.8,70.6,,,0.004,0.009,0.018,0.027,0.000,8.3,24
12/06/2016,00:00,328,0.4,59.7,0.2,12.8,74.3,,,,,,,,6.8,
12/06/2016,01:00,238,0.4,39.4,0.2,11.8,76.3,,,0.006,0.004,0.014,0.018,0.000,6.6,16
12/06/2016,02:00,199,0.3,50.0,0.2,10.9,79.0,,,0.005,0.003,0.012,0.015,0.000,5.8,12
12/06/2016,03:00,317,0.7,36.0,0.4,10.7,80.8,,,0.003,0.003,0.012,0.014,0.000,6.0,17
12/06/2016,04:00,250,0.9,23.7,0.4,10.8,83.5,,,0.005,0.002,0.009,0.010,0.000,9.3,15
12/06/2016,05:00,232,0.4,82.1,0.4,11.4,80.9,,,0.005,0.003,0.009,0.011,0.000,7.6,12
12/06/2016,06:00,261,0.5,35.6,0.2,12.1,78.6,,,0.004,0.003,0.011,0.014,0.000,7.2,12
12/06/2016,07:00,324,0.4,50.9,0.3,12.7,75.9,,,0.005,0.005,0.009,0.014,0.000,8.9,18
12/06/2016,08:00,335,0.5,61.2,0.4,14.3,72.6,,,0.005,0.007,0.009,0.016,0.000,10.1,24
12/06/2016,09:00,315,0.6,41.2,0.4,16.6,65.5,,,0.007,0.011,0.010,0.020,0.000,10.6,18
12/06/2016,10:00,165,0.4,80.3,0.6,18.7,54.9,,,0.018,0.003,0.006,0.009,0.000,9.4,13
12/06/2016,11:00,144,1.1,32.8,0.8,20.1,46.4,,,0.024,0.001,0.002,0.003,0.000,9.2,13
12/06/2016,12:00,147,1.2,33.9,0.9,20.5,45.1,,,0.026,0.001,0.002,0.003,0.000,8.9,10
12/06/2016,13:00,148,1.5,29.5,1.0,20.9,48.2,,,0.027,0.001,0.001,0.002,0.000,8.5,9
12/06/2016,14:00,149,1.7,27.3,1.0,19.9,54.5,,,0.027,0.001,0.001,0.002,0.000,7.1,7
12/06/2016,15:00,158,1.4,30.2,1.0,18.7,59.1,,,0.025,0.001,0.002,0.003,0.000,7.2,6
12/06/2016,16:00,149,1.1,35.7,0.9,17.8,63.4,,,0.024,0.001,0.003,0.004,0.000,6.6,4
12/06/2016,17:00,162,0.5,34.5,0.4,17.4,64.7,,,0.023,0.001,0.004,0.004,0.000,5.3,6
12/06/2016,18:00,175,0.5,31.0,0.4,17.0,66.0,,,0.020,0.001,0.006,0.007,0.000,6.2,6
12/06/2016,19:00,189,0.6,24.5,0.4,15.8,71.1,,,0.011,0.002,0.015,0.016,0.000,6.5,7
12/06/2016,20:00,165,0.4,34.3,0.3,15.0,74.7,,,0.018,0.001,0.007,0.008,0.000,7.3,11
12/06/2016,21:00,180,0.7,21.1,0.5,14.5,77.8,,,0.013,0.003,0.014,0.017,0.000,6.7,12
12/06/2016,22:00,189,1.2,13.2,0.4,14.8,75.2,,,0.020,0.001,0.005,0.006,0.000,5.9,8
12/06/2016,23:00,169,0.9,26.3,0.6,14.9,74.2,,,0.021,0.001,0.005,0.006,0.000,4.5,7
13/06/2016,00:00,182,0.9,19.4,0.5,14.8,73.4,,,,,,,,5.1,
13/06/2016,01:00,162,0.4,40.2,0.3,13.8,76.3,,,0.021,0.001,0.004,0.005,0.000,4.6,6
13/06/2016,02:00,187,0.4,143.2,0.5,12.8,80.6,,,0.010,0.006,0.012,0.018,0.000,4.6,6
13/06/2016,03:00,169,0.7,28.5,0.5,12.8,81.7,,,0.017,0.003,0.009,0.011,0.000,5.2,6
13/06/2016,04:00,135,0.9,39.8,0.7,14.8,74.8,,,0.025,0.001,0.002,0.003,0.000,6.0,5
13/06/2016,05:00,154,0.9,29.5,0.6,14.8,75.7,,,0.024,0.001,0.003,0.004,0.000,5.9,5
13/06/2016,06:00,188,0.9,34.6,0.7,14.8,77.2,,,0.016,0.002,0.010,0.012,0.000,6.4,6
13/06/2016,07:00,157,0.7,31.6,0.6,15.2,75.7,,,0.020,0.002,0.007,0.008,0.000,5.5,6
13/06/2016,08:00,132,1.0,36.5,0.7,16.6,68.1,,,0.021,0.003,0.007,0.010,0.000,8.8,7
13/06/2016,09:00,109,1.3,34.2,1.0,16.3,74.7,,,0.023,0.003,0.006,0.009,0.000,8.0,7
13/06/2016,10:00,170,1.5,26.9,1.1,17.9,66.0,,,0.025,0.002,0.004,0.006,0.000,4.2,6
13/06/2016,11:00,145,1.5,37.7,1.1,20.3,55.5,,,0.028,0.002,0.002,0.003,0.000,4.6,5
13/06/2016,12:00,109,2.1,32.4,1.4,20.7,56.0,,,0.026,0.002,0.005,0.007,0.000,9.4,7
13/06/2016,13:00,113,1.3,43.1,1.0,19.7,66.8,,,0.026,0.003,0.005,0.007,0.000,5.3,8
13/06/2016,14:00,106,2.4,29.3,1.4,21.1,53.0,,,0.026,0.003,0.005,0.008,0.000,6.9,8
13/06/2016,15:00,93,2.0,24.7,1.3,18.3,70.2,,,0.021,0.004,0.010,0.014,0.000,10.8,8
13/06/2016,16:00,121,1.1,35.6,0.6,18.0,68.4,,,0.018,0.003,0.011,0.014,0.000,7.4,9
13/06/2016,17:00,143,0.7,26.6,0.5,17.6,65.5,,,0.019,0.002,0.010,0.011,0.000,9.1,8
13/06/2016,18:00,148,0.7,28.5,0.5,17.0,66.7,,,0.021,0.001,0.006,0.007,0.000,9.2,8
13/06/2016,19:00,106,1.0,40.4,0.7,17.4,67.1,,,0.023,0.001,0.005,0.006,0.000,9.6,9
13/06/2016,20:00,127,0.9,37.6,0.8,16.7,71.2,,,0.022,0.001,0.005,0.006,0.000,8.0,10
13/06/2016,21:00,144,0.6,34.2,0.7,15.5,80.7,,,0.025,0.000,0.003,0.003,0.000,6.4,7
13/06/2016,22:00,149,0.6,36.9,0.5,15.0,79.3,,,0.019,0.001,0.007,0.007,0.000,5.2,7
13/06/2016,23:00,132,0.8,63.1,0.7,14.6,90.7,,,0.021,0.001,0.003,0.004,0.000,5.0,7
14/06/2016,00:00,236,0.6,64.0,0.4,14.2,94.4,,,,,,,,5.1,
14/06/2016,01:00,216,0.4,58.0,0.3,13.7,95.3,,,0.012,0.001,0.004,0.005,0.000,3.5,11
14/06/2016,02:00,155,0.7,28.3,0.5,14.3,94.5,,,0.019,0.001,0.003,0.004,0.000,2.8,5
14/06/2016,03:00,147,0.7,31.4,0.5,14.8,91.6,,,0.024,0.000,0.001,0.001,0.000,3.2,5
14/06/2016,04:00,135,0.7,29.8,0.4,14.7,91.0,,,0.021,0.000,0.004,0.004,0.000,3.0,4
14/06/2016,05:00,135,0.7,33.6,0.5,15.1,87.7,,,0.019,0.001,0.005,0.006,0.000,5.3,6
14/06/2016,06:00,160,0.6,32.5,0.4,15.1,86.4,,,0.017,0.002,0.007,0.009,0.000,5.6,6
14/06/2016,07:00,154,0.6,40.4,0.5,16.2,79.6,,,0.016,0.003,0.007,0.010,0.000,5.4,5
14/06/2016,08:00,149,1.1,31.2,0.8,18.1,70.0,,,0.021,0.003,0.005,0.008,0.000,5.4,5
14/06/2016,09:00,107,1.4,40.4,1.0,19.0,68.2,,,0.020,0.004,0.007,0.011,0.000,8.4,8
14/06/2016,10:00,125,1.5,35.4,1.1,21.2,60.2,,,0.024,0.003,0.004,0.007,0.000,5.8,6
14/06/2016,11:00,112,1.6,35.9,1.1,21.2,62.9,,,0.026,0.002,0.003,0.005,0.000,6.2,7
14/06/2016,12:00,121,1.8,39.9,1.2,22.4,56.8,,,0.027,0.002,0.003,0.005,0.000,5.9,9
14/06/2016,13:00,108,1.5,38.6,1.1,22.8,52.2,,,0.027,0.003,0.005,0.008,0.000,6.3,9
14/06/2016,14:00,98,2.6,23.1,1.2,22.3,51.7,,,0.027,0.003,0.005,0.008,0.000,8.5,7
14/06/2016,15:00,103,2.5,25.2,1.3,21.7,53.9,,,0.026,0.003,0.005,0.008,0.000,10.9,9
14/06/2016,16:00,85,2.6,18.8,1.0,21.3,56.2,,,0.022,0.004,0.009,0.013,0.000,12.8,10
14/06/2016,17:00,98,1.3,23.1,0.8,19.1,67.8,,,0.019,0.002,0.009,0.011,0.000,11.4,11
14/06/2016,18:00,145,0.5,38.6,0.3,17.1,75.9,,,0.006,0.010,0.020,0.030,0.000,10.7,15
14/06/2016,19:00,182,0.6,19.2,0.4,16.1,80.7,,,0.004,0.011,0.022,0.033,0.000,9.9,14
14/06/2016,20:00,176,0.6,19.4,0.4,15.7,79.7,,,0.013,0.004,0.012,0.015,0.000,6.2,9
14/06/2016,21:00,197,0.8,17.3,0.4,14.5,83.3,,,0.009,0.002,0.013,0.015,0.000,5.6,8
14/06/2016,22:00,188,0.5,45.2,0.3,13.2,90.3,,,0.005,0.006,0.014,0.020,0.000,3.7,7
14/06/2016,23:00,241,0.7,35.7,0.3,13.0,92.5,,,0.008,0.004,0.009,0.012,0.000,3.8,7
15/06/2016,00:00,276,0.5,36.9,0.2,12.3,93.4,,,,,,,,4.5,
15/06/2016,01:00,271,0.3,60.7,0.3,12.9,94.0,,,0.007,0.002,0.005,0.007,0.000,3.4,9
15/06/2016,02:00,270,0.3,72.3,0.3,12.2,94.0,,,0.003,0.003,0.007,0.010,0.000,3.4,10
15/06/2016,03:00,238,0.4,54.7,0.3,12.2,94.7,,,0.002,0.005,0.008,0.012,0.000,3.8,11
15/06/2016,04:00,300,0.3,55.0,0.3,11.5,94.9,,,0.001,0.010,0.010,0.020,0.000,4.3,9
15/06/2016,05:00,333,0.4,46.3,0.3,11.4,95.3,,,0.001,0.031,0.011,0.042,0.000,6.5,12
15/06/2016,06:00,275,0.3,42.2,0.2,11.0,95.3,,,0.001,0.066,0.015,0.081,0.001,8.9,15
15/06/2016,07:00,311,0.3,35.0,0.2,13.3,91.9,,,0.001,0.063,0.016,0.079,0.001,11.9,17
15/06/2016,08:00,328,0.5,41.2,0.3,15.2,83.3,,,0.003,0.033,0.015,0.048,0.000,10.8,15
15/06/2016,09:00,30,0.8,61.1,0.8,16.1,84.8,,,0.004,0.025,0.016,0.040,0.000,13.3,19
15/06/2016,10:00,359,0.1,120.4,0.4,18.5,73.7,,,0.011,0.012,0.012,0.024,0.000,7.6,11
15/06/2016,11:00,332,1.2,36.1,0.6,19.6,68.9,,,0.016,0.006,0.008,0.014,0.000,7.2,9
15/06/2016,12:00,55,0.4,120.6,0.8,21.3,59.6,,,,,,,,5.7,
15/06/2016,13:00,68,2.4,21.6,0.9,20.9,60.7,,,,0.004,0.006,0.010,0.000,8.4,6
15/06/2016,14:00,76,2.1,20.1,0.9,20.4,61.3,,,0.022,0.004,0.010,0.014,0.000,7.0,7
15/06/2016,15:00,69,0.8,29.5,0.4,20.2,61.3,,,0.017,0.006,0.014,0.019,0.000,8.1,8
15/06/2016,16:00,20,0.5,31.1,0.3,19.9,63.6,,,0.012,0.009,0.019,0.028,0.000,11.7,9
15/06/2016,17:00,95,0.7,32.9,0.4,18.6,70.5,,,0.002,0.030,0.030,0.059,0.001,14.5,15
15/06/2016,18:00,109,0.9,24.8,0.4,17.2,68.6,,,0.014,0.004,0.014,0.018,0.001,6.7,7
15/06/2016,19:00,127,0.7,29.8,0.5,16.8,64.9,,,0.020,0.001,0.007,0.007,0.000,6.0,6
15/06/2016,20:00,193,0.6,34.8,0.3,14.8,73.6,,,0.009,0.021,0.018,0.038,0.001,6.4,8
15/06/2016,21:00,221,0.6,40.3,0.4,14.6,76.8,,,0.006,0.012,0.020,0.032,0.000,5.9,11
15/06/2016,22:00,187,0.9,18.2,0.4,14.9,73.4,,,0.013,0.001,0.012,0.013,0.000,3.4,7
15/06/2016,23:00,254,0.4,52.9,0.3,15.1,74.1,,,0.011,0.001,0.010,0.010,0.000,4.6,9
16/06/2016,00:00,245,0.6,31.6,0.3,14.9,76.7,,,,,,,,5.4,
16/06/2016,01:00,255,0.8,29.3,0.3,14.8,78.7,,,0.008,0.001,0.009,0.009,0.000,5.5,11
16/06/2016,02:00,306,0.4,68.1,0.4,14.6,79.7,,,0.009,0.001,0.007,0.008,0.000,4.6,12
16/06/2016,03:00,314,0.2,55.5,0.2,14.1,82.9,,,0.005,0.002,0.010,0.012,0.000,6.2,13
16/06/2016,04:00,244,0.2,63.5,0.2,14.0,85.1,,,0.002,0.005,0.012,0.017,0.000,6.9,13
16/06/2016,05:00,278,0.4,52.1,0.2,14.0,86.9,,,0.001,0.017,0.015,0.032,0.001,8.8,16
16/06/2016,06:00,286,0.7,24.6,0.2,13.4,89.6,,,0.001,0.063,0.018,0.081,0.001,11.2,21
16/06/2016,07:00,263,0.9,28.6,0.3,14.1,87.9,,,0.003,0.026,0.016,0.042,0.001,9.4,15
16/06/2016,08:00,228,1.0,20.2,0.4,16.6,71.2,,,0.011,0.009,0.011,0.019,0.000,6.0,8
16/06/2016,09:00,269,0.8,42.2,0.4,20.1,57.7,,,0.016,0.005,0.007,0.012,0.000,7.1,6
16/06/2016,10:00,69,1.5,58.2,1.4,22.1,49.3,,,0.024,0.004,0.006,0.009,0.001,6.3,6
16/06/2016,11:00,104,1.7,27.8,1.0,21.3,52.0,,,0.023,0.002,0.008,0.010,0.000,8.6,7
16/06/2016,12:00,86,2.5,22.3,0.9,21.4,47.7,,,0.025,0.005,0.008,0.013,0.001,5.5,6
16/06/2016,13:00,81,2.3,22.1,0.9,22.0,44.8,,,0.025,0.006,0.008,0.014,0.000,7.6,5
16/06/2016,14:00,79,2.5,18.3,0.8,21.3,45.1,,,0.023,0.005,0.010,0.015,0.000,7.8,6
16/06/2016,15:00,83,2.0,17.6,0.8,21.1,45.3,,,0.019,0.007,0.016,0.023,0.001,9.4,10
16/06/2016,16:00,76,1.2,23.6,0.4,20.5,46.6,,,0.013,0.008,0.020,0.027,0.001,12.7,8
16/06/2016,17:00,61,1.1,15.9,0.3,19.5,50.8,,,0.006,0.019,0.029,0.047,0.001,19.4,22
16/06/2016,18:00,95,0.9,21.8,0.3,16.9,60.6,,,0.003,0.016,0.031,0.047,0.001,11.6,10
16/06/2016,19:00,97,1.2,18.6,0.4,15.2,68.4,,,0.004,0.014,0.027,0.041,0.001,9.9,12
16/06/2016,20:00,106,0.7,44.8,0.5,14.0,72.3,,,0.002,0.022,0.027,0.048,0.001,9.2,14
16/06/2016,21:00,193,0.3,54.2,0.2,12.5,78.2,,,0.002,0.021,0.023,0.044,0.001,6.1,10
16/06/2016,22:00,220,0.8,18.9,0.2,12.4,78.3,,,0.006,0.013,0.022,0.034,0.001,6.3,8
16/06/2016,23:00,255,0.6,29.6,0.3,11.9,79.2,,,0.007,0.003,0.014,0.016,0.000,5.4,8
17/06/2016,00:00,292,0.4,48.4,0.2,10.9,84.7,,,,,,,,7.1,
17/06/2016,01:00,60,0.2,82.5,0.4,10.5,88.9,,,0.001,0.015,0.014,0.029,0.001,5.6,15
17/06/2016,02:00,212,0.2,132.4,0.3,9.8,91.2,,,0.001,0.041,0.017,0.057,0.001,3.6,11
17/06/2016,03:00,82,0.2,74.2,0.3,9.2,91.8,,,0.000,0.039,0.014,0.052,0.001,4.5,13
17/06/2016,04:00,198,0.8,20.2,0.4,8.9,93.1,,,0.000,0.033,0.014,0.047,0.001,6.8,12
17/06/2016,05:00,197,0.4,73.5,0.3,9.0,93.5,,,0.001,0.045,0.017,0.062,0.001,7.2,12
17/06/2016,06:00,330,0.5,54.1,0.4,8.6,93.7,,,0.001,0.082,0.017,0.098,0.002,14.2,21
17/06/2016,07:00,244,0.6,51.8,0.4,9.8,92.6,,,0.002,0.036,0.013,0.049,0.001,13.9,19
17/06/2016,08:00,224,0.4,54.6,0.3,12.7,82.5,,,0.005,0.025,0.014,0.039,0.004,18.2,37
17/06/2016,09:00,238,1.0,32.4,0.4,16.7,65.1,,,0.011,0.013,0.012,0.025,0.003,9.1,14
17/06/2016,10:00,254,1.1,38.6,0.7,19.9,57.5,,,0.016,0.010,0.011,0.020,0.001,7.8,10
17/06/2016,11:00,323,0.2,136.2,0.4,21.9,54.1,,,0.020,0.006,0.009,0.015,0.001,6.6,7
17/06/2016,12:00,341,1.3,36.7,0.6,22.6,53.5,,,0.028,0.004,0.006,0.010,0.001,6.3,7
17/06/2016,13:00,11,1.4,165.4,0.6,22.2,55.2,,,0.028,0.003,0.007,0.010,0.001,7.8,7
17/06/2016,14:00,32,1.5,24.0,0.5,21.6,57.2,,,0.027,0.004,0.008,0.011,0.001,7.7,7
17/06/2016,15:00,44,1.8,20.2,0.6,21.5,57.6,,,0.025,0.005,0.010,0.015,0.000,8.8,9
17/06/2016,16:00,46,1.4,15.1,0.4,20.7,61.1,,,0.019,0.005,0.014,0.019,0.001,11.2,10
17/06/2016,17:00,67,1.1,14.9,0.3,19.7,65.6,,,0.005,0.025,0.033,0.057,0.001,18.3,22
17/06/2016,18:00,88,1.2,12.3,0.3,18.7,70.5,,,0.004,0.017,0.031,0.047,0.001,16.2,15
17/06/2016,19:00,109,0.8,15.9,0.4,17.5,76.0,,,0.003,0.013,0.030,0.043,0.001,12.3,16
17/06/2016,20:00,118,0.7,17.0,0.4,17.3,78.0,,,0.003,0.011,0.028,0.038,0.001,13.8,22
17/06/2016,21:00,120,0.8,15.0,0.3,17.0,78.7,,,0.005,0.006,0.023,0.029,0.001,13.5,24
17/06/2016,22:00,116,0.8,15.2,0.3,16.5,81.2,,,0.005,0.005,0.020,0.025,0.001,12.6,20
17/06/2016,23:00,205,0.2,65.9,0.2,15.8,84.4,,,0.003,0.004,0.019,0.023,0.001,10.5,19
18/06/2016,00:00,185,0.1,108.6,0.2,15.5,87.3,,,,,,,,8.9,
18/06/2016,01:00,198,0.1,83.6,0.2,14.7,90.6,,,0.001,0.010,0.019,0.028,0.001,10.2,34
18/06/2016,02:00,245,0.2,74.0,0.3,14.4,92.2,,,0.000,0.009,0.017,0.026,0.001,7.9,18
18/06/2016,03:00,248,0.4,124.3,0.4,13.6,93.4,,,0.001,0.009,0.013,0.022,0.000,8.5,20
18/06/2016,04:00,75,0.3,58.5,0.3,13.1,94.4,,,0.000,0.022,0.014,0.036,0.001,8.3,22
18/06/2016,05:00,249,0.5,38.0,0.3,12.8,94.9,,,0.000,0.018,0.012,0.029,0.001,9.8,20
18/06/2016,06:00,298,0.4,53.7,0.3,12.7,95.4,,,0.000,0.020,0.010,0.030,0.001,8.8,20
18/06/2016,07:00,269,0.3,74.2,0.4,13.3,95.8,,,0.001,0.029,0.012,0.041,0.001,11.1,23
18/06/2016,08:00,249,0.8,34.5,0.4,15.5,90.9,,,0.005,0.012,0.011,0.023,0.000,10.0,21
18/06/2016,09:00,251,0.7,45.3,0.5,17.2,80.7,,,0.008,0.012,0.011,0.023,0.000,9.2,19
18/06/2016,10:00,284,0.4,74.9,0.4,20.0,69.0,,,0.015,0.007,0.010,0.017,0.001,8.4,14
18/06/2016,11:00,285,0.4,121.8,0.5,21.4,64.4,,,0.019,0.005,0.010,0.014,0.001,7.4,12
18/06/2016,12:00,310,0.5,48.6,0.3,21.6,64.6,,,0.023,0.003,0.008,0.011,0.001,8.1,11
18/06/2016,13:00,75,0.3,149.9,0.5,21.7,65.6,,,0.023,0.002,0.008,0.010,0.001,11.2,12
18/06/2016,14:00,85,0.7,36.9,0.4,21.6,67.6,,,0.023,0.002,0.008,0.010,0.001,13.1,11
18/06/2016,15:00,89,1.0,21.2,0.4,21.4,69.1,,,0.018,0.003,0.014,0.016,0.001,12.7,14
18/06/2016,16:00,96,0.7,21.7,0.2,20.5,72.7,,,0.009,0.005,0.022,0.027,0.001,12.7,16
18/06/2016,17:00,110,0.5,33.3,0.3,19.2,78.0,,,0.004,0.010,0.027,0.037,0.001,15.9,34
18/06/2016,18:00,100,0.9,18.3,0.4,18.0,83.9,,,0.002,0.015,0.027,0.041,0.001,16.0,38
18/06/2016,19:00,103,0.6,23.3,0.3,17.5,88.4,,,0.003,0.008,0.020,0.027,0.001,14.4,43
18/06/2016,20:00,100,0.6,29.5,0.4,17.3,90.5,,,0.004,0.007,0.019,0.025,0.000,15.1,41
18/06/2016,21:00,93,0.9,26.2,0.5,17.7,91.4,,,0.008,0.005,0.015,0.020,0.000,13.1,41
18/06/2016,22:00,144,0.3,37.6,0.3,18.0,91.0,,,0.009,0.001,0.014,0.015,0.000,11.2,37
18/06/2016,23:00,105,0.6,25.4,0.4,18.1,90.9,,,0.011,0.001,0.011,0.011,0.000,9.0,33
19/06/2016,00:00,80,0.8,35.5,0.6,18.4,90.4,,,,,,,,9.0,
19/06/2016,01:00,91,2.0,18.1,0.8,18.4,91.8,,,0.019,0.000,0.004,0.004,0.000,5.9,15
19/06/2016,02:00,92,1.5,23.3,0.7,18.1,94.2,,,0.014,0.000,0.005,0.005,0.000,7.2,28
19/06/2016,03:00,92,1.6,20.1,0.8,18.1,94.7,,,0.017,0.000,0.004,0.004,0.000,4.7,15
19/06/2016,04:00,93,1.4,18.9,0.6,18.1,95.5,,,0.018,0.000,0.003,0.003,0.000,2.9,7
19/06/2016,05:00,75,2.1,15.9,0.6,18.4,95.5,,,0.017,0.000,0.003,0.003,0.000,4.3,5
19/06/2016,06:00,74,1.9,14.9,0.7,18.9,95.5,,,0.017,0.000,0.004,0.004,0.000,4.0,8
19/06/2016,07:00,79,2.2,15.2,0.7,19.3,95.5,,,0.016,0.001,0.005,0.006,0.000,5.7,20
19/06/2016,08:00,71,2.8,15.6,0.9,20.3,93.0,,,0.015,0.002,0.007,0.009,0.000,11.5,26
19/06/2016,09:00,53,3.8,15.4,1.2,21.4,86.1,,,0.019,0.003,0.006,0.009,0.000,14.5,25
19/06/2016,10:00,39,4.0,14.2,1.3,21.0,88.8,,,0.022,0.002,0.003,0.005,0.000,11.3,21
19/06/2016,11:00,46,4.0,13.5,1.3,20.7,89.3,,,0.023,0.002,0.003,0.004,0.000,7.0,21
19/06/2016,12:00,51,4.0,14.6,1.4,20.7,87.3,,,0.023,0.002,0.004,0.005,0.000,7.6,22
19/06/2016,13:00,47,3.8,15.6,1.4,20.4,89.8,,,0.022,0.001,0.004,0.005,0.000,12.3,22
19/06/2016,14:00,46,3.4,13.8,1.1,19.6,94.6,,,0.023,0.002,0.003,0.005,0.000,3.6,11
19/06/2016,15:00,25,1.3,159.8,1.1,19.9,95.5,,,0.019,0.002,0.006,0.007,0.000,6.1,14
19/06/2016,16:00,231,0.6,75.8,0.6,19.7,96.0,,,0.008,0.002,0.015,0.017,0.000,5.6,14
19/06/2016,17:00,254,2.0,25.8,0.9,18.6,95.7,,,0.020,0.000,0.005,0.005,0.000,2.2,6
19/06/2016,18:00,261,0.2,100.7,0.6,17.7,95.8,,,0.016,0.001,0.007,0.008,0.000,2.7,6
19/06/2016,19:00,107,1.4,27.7,0.8,17.5,96.4,,,0.018,0.001,0.006,0.007,0.000,0.2,4
19/06/2016,20:00,26,0.5,156.4,0.7,17.4,96.3,,,0.016,0.001,0.007,0.008,0.000,5.5,4
19/06/2016,21:00,16,1.1,180.8,0.6,17.4,96.6,,,0.015,0.001,0.005,0.006,0.000,5.3,13
19/06/2016,22:00,49,1.1,46.1,0.6,17.2,96.7,,,0.017,0.000,0.004,0.004,0.000,2.9,9
19/06/2016,23:00,359,0.1,186.0,0.4,17.1,96.7,,,0.014,0.001,0.005,0.005,0.000,1.1,9
20/06/2016,00:00,337,0.2,169.3,0.6,16.9,96.9,,,,,,,,2.5,
20/06/2016,01:00,285,1.0,57.3,0.8,16.6,97.0,,,0.014,0.000,0.003,0.003,0.000,2.5,9
20/06/2016,02:00,259,1.3,26.3,0.5,16.2,97.0,,,0.015,0.000,0.002,0.002,0.000,2.4,4
