Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
10/01/2015,21:00,103,2.7,15.2,1.0,26.6,76.4,0.001,0.002,0.003,0.000,14.6,0.7,15
10/01/2015,22:00,97,3.2,15.6,0.9,26.5,76.1,0.001,0.003,0.003,0.000,17.4,4.3,15
10/01/2015,23:00,98,2.8,15.8,0.9,26.3,77.0,0.001,0.002,0.003,0.000,15.2,3.2,14
11/01/2015,00:00,102,2.3,16.7,0.8,26.1,77.8,,,,,14.5,3.1,
11/01/2015,01:00,143,1.5,17.5,0.6,25.4,80.3,0.001,0.007,0.008,0.000,20.0,7.4,12
11/01/2015,02:00,165,0.9,38.9,0.5,24.5,83.5,0.001,0.005,0.006,0.001,16.8,3.3,15
11/01/2015,03:00,268,1.6,21.9,0.5,22.9,87.7,0.001,0.003,0.004,0.001,13.8,3.7,14
11/01/2015,04:00,255,1.4,29.9,0.5,22.9,88.2,0.001,0.003,0.004,0.000,9.4,0.9,14
11/01/2015,05:00,249,1.2,55.3,0.8,23.0,88.6,0.002,0.003,0.005,0.000,12.4,4.1,15
11/01/2015,06:00,191,1.2,39.7,0.7,24.9,83.6,0.005,0.006,0.010,0.002,13.7,3.7,18
11/01/2015,07:00,147,1.7,30.3,0.6,26.8,78.5,0.006,0.006,0.012,0.005,14.5,2.5,18
11/01/2015,08:00,93,3.2,21.6,1.1,29.2,70.7,0.007,0.005,0.011,0.006,12.2,0.3,14
11/01/2015,09:00,84,2.8,21.5,1.0,28.5,72.0,0.001,0.002,0.003,0.001,18.8,7.3,13
11/01/2015,10:00,86,3.9,18.2,1.2,30.6,62.4,0.001,0.001,0.001,0.000,10.0,0.3,11
11/01/2015,11:00,81,4.0,18.5,1.1,31.0,59.2,0.001,0.000,0.001,0.000,13.4,5.6,9
11/01/2015,12:00,77,3.9,21.5,1.2,31.2,61.0,0.001,0.000,0.001,0.000,12.0,5.0,9
11/01/2015,13:00,76,4.1,17.1,1.1,31.2,60.8,0.001,0.000,0.001,0.000,12.6,5.5,9
11/01/2015,14:00,88,4.3,17.1,1.2,31.4,56.5,0.001,0.000,0.001,0.000,9.6,3.9,7
11/01/2015,15:00,88,4.3,15.9,1.2,30.9,58.5,0.001,0.000,0.001,0.000,11.1,5.5,7
11/01/2015,16:00,83,4.1,16.6,1.1,30.2,63.7,0.001,0.001,0.001,0.000,10.1,4.1,8
11/01/2015,17:00,83,3.3,17.6,1.1,29.8,64.8,0.001,0.000,0.001,0.000,12.6,5.7,9
11/01/2015,18:00,70,2.9,16.7,1.0,27.9,72.8,0.001,0.000,0.001,0.000,7.4,1.1,10
11/01/2015,19:00,68,2.1,17.5,0.7,26.8,77.6,0.001,0.000,0.001,0.000,6.6,0.8,10
11/01/2015,20:00,83,1.8,19.1,0.7,26.6,80.2,0.001,0.001,0.002,0.000,11.5,4.1,10
11/01/2015,21:00,80,2.0,18.1,0.7,26.5,81.2,0.001,0.000,0.001,0.000,8.0,1.2,11
11/01/2015,22:00,76,1.4,26.3,0.7,26.3,82.8,0.001,0.001,0.001,0.000,6.0,-0.6,11
11/01/2015,23:00,73,1.7,24.0,0.7,26.4,82.4,0.001,0.001,0.001,0.000,8.9,1.9,11
12/01/2015,00:00,61,1.0,35.5,0.6,25.8,85.2,,,,,5.6,-0.9,
12/01/2015,01:00,40,0.7,40.9,0.5,25.2,87.4,0.001,0.001,0.002,0.000,7.5,0.7,10
12/01/2015,02:00,291,1.0,44.8,0.7,23.9,89.7,0.005,0.005,0.009,0.000,5.3,-2.1,12
12/01/2015,03:00,266,2.1,12.2,0.5,23.3,91.5,0.001,0.004,0.005,0.000,7.7,1.9,13
12/01/2015,04:00,271,1.3,26.8,0.6,23.3,91.7,0.003,0.005,0.008,0.000,12.2,6.5,15
12/01/2015,05:00,266,1.9,14.0,0.6,23.3,91.6,0.009,0.006,0.015,0.000,19.1,12.6,15
12/01/2015,06:00,273,1.2,20.2,0.5,24.8,88.3,0.011,0.006,0.016,0.000,12.3,4.3,17
12/01/2015,07:00,137,1.1,33.4,0.5,27.8,78.1,0.005,0.004,0.009,0.000,,,16
12/01/2015,08:00,87,2.6,22.2,0.9,29.8,67.9,0.001,0.000,0.001,0.000,11.8,0.2,12
12/01/2015,09:00,74,3.0,22.0,1.0,30.7,63.5,0.001,0.000,0.001,0.000,15.7,8.4,11
12/01/2015,10:00,86,3.4,22.3,1.0,31.2,63.5,0.001,0.000,0.001,0.000,15.0,7.8,12
12/01/2015,11:00,86,3.6,20.1,1.1,31.7,60.2,0.001,0.000,0.001,0.000,13.0,5.5,11
12/01/2015,12:00,81,3.9,21.4,1.2,32.0,61.8,0.001,0.000,0.001,0.000,11.0,3.7,12
12/01/2015,13:00,90,4.5,15.4,1.2,31.9,61.2,0.001,0.000,0.001,0.000,12.4,4.1,11
12/01/2015,14:00,88,4.6,17.6,1.2,32.0,57.5,0.001,0.000,0.001,0.000,17.0,8.6,9
12/01/2015,15:00,76,3.9,23.7,1.3,31.7,58.1,0.001,0.001,0.002,0.000,12.7,5.1,9
12/01/2015,16:00,61,2.9,20.6,1.1,30.1,60.0,0.001,0.001,0.002,0.000,17.5,8.5,9
12/01/2015,17:00,49,2.1,19.2,0.8,29.1,65.6,0.001,0.001,0.002,0.000,17.7,7.9,11
12/01/2015,18:00,61,1.8,17.1,0.6,28.2,69.5,0.001,0.002,0.003,0.000,18.0,7.6,11
12/01/2015,19:00,54,1.4,22.2,0.6,27.4,75.2,0.001,0.001,0.002,0.000,11.4,2.6,12
12/01/2015,20:00,44,0.8,24.5,0.4,26.7,80.2,0.001,0.003,0.004,0.000,7.4,-1.7,13
12/01/2015,21:00,16,0.3,146.7,0.3,25.8,84.0,0.002,0.007,0.009,0.000,10.3,0.8,14
12/01/2015,22:00,26,0.2,151.2,0.4,25.3,86.3,0.005,0.007,0.011,0.000,13.7,2.0,14
12/01/2015,23:00,293,0.7,31.3,0.3,24.5,88.7,0.009,0.008,0.017,0.000,8.1,-1.7,13
13/01/2015,00:00,304,0.4,46.4,0.3,24.3,89.5,,,,,16.2,0.9,
13/01/2015,01:00,290,0.8,17.1,0.2,23.7,90.9,0.004,0.006,0.010,0.000,15.6,2.3,10
13/01/2015,02:00,294,1.2,14.6,0.3,23.5,91.7,0.003,0.007,0.010,0.000,14.3,3.1,12
13/01/2015,03:00,288,1.1,17.5,0.3,23.5,91.4,0.002,0.006,0.007,0.000,11.0,1.7,13
13/01/2015,04:00,284,1.5,12.0,0.4,23.1,92.5,0.004,0.007,0.010,0.000,13.0,4.2,13
13/01/2015,05:00,276,1.3,13.1,0.3,23.3,92.3,0.015,0.008,0.023,0.000,10.8,1.4,15
13/01/2015,06:00,291,1.3,20.6,0.5,24.9,88.8,0.015,0.008,0.023,0.000,16.0,5.4,16
13/01/2015,07:00,111,1.3,36.9,0.7,28.5,77.8,0.003,0.004,0.007,0.000,14.2,2.3,16
13/01/2015,08:00,82,2.7,25.9,1.1,30.0,71.7,0.002,0.002,0.003,0.000,14.1,1.2,17
13/01/2015,09:00,87,3.3,18.6,0.8,30.3,68.5,0.001,0.000,0.001,0.000,15.5,5.0,19
13/01/2015,10:00,92,3.1,16.3,0.9,30.1,67.8,0.001,0.000,0.001,0.000,18.3,8.1,18
13/01/2015,11:00,87,3.2,18.9,0.9,30.9,65.6,0.001,0.000,0.001,0.000,16.3,5.9,18
13/01/2015,12:00,91,3.5,21.6,0.9,32.1,61.3,0.001,0.000,0.001,0.000,18.7,8.1,16
13/01/2015,13:00,85,4.3,16.5,1.2,31.3,65.0,0.001,0.001,0.001,0.000,18.3,8.5,18
13/01/2015,14:00,85,4.1,18.7,1.1,31.5,66.1,0.001,0.000,0.001,0.000,17.6,5.9,19
13/01/2015,15:00,85,4.1,16.3,1.1,31.0,63.8,0.001,0.001,0.001,0.000,20.2,8.2,18
13/01/2015,16:00,83,3.4,16.3,1.1,29.8,66.2,0.000,0.001,0.001,0.000,22.2,9.9,17
13/01/2015,17:00,76,2.7,17.3,0.9,28.9,70.2,0.001,0.000,0.001,0.000,19.8,7.6,18
13/01/2015,18:00,78,2.4,18.0,0.9,28.3,73.7,0.001,0.000,0.001,0.000,19.8,8.6,18
13/01/2015,19:00,80,2.8,16.5,0.8,28.0,77.9,0.001,0.000,0.001,0.000,14.3,2.2,19
13/01/2015,20:00,76,2.7,16.7,0.9,27.8,79.3,0.001,0.001,0.001,0.000,24.6,11.3,19
13/01/2015,21:00,73,2.1,24.2,1.0,27.4,82.7,0.001,0.000,0.001,0.000,25.3,11.0,20
13/01/2015,22:00,67,2.5,20.3,0.9,27.2,80.8,0.001,0.000,0.001,0.000,22.8,9.7,19
13/01/2015,23:00,55,1.5,18.9,0.7,27.2,79.8,0.001,0.002,0.003,0.000,23.0,9.1,20
14/01/2015,00:00,45,1.0,21.8,0.5,26.9,79.3,,,,,22.5,8.9,
14/01/2015,01:00,307,0.4,52.2,0.3,26.3,81.5,0.002,0.005,0.007,0.000,29.3,12.8,15
14/01/2015,02:00,48,0.6,137.9,0.8,25.3,89.0,0.001,0.003,0.004,0.000,22.7,7.3,15
14/01/2015,03:00,299,0.7,27.9,0.4,24.7,92.5,0.001,0.004,0.005,0.000,17.7,7.6,14
14/01/2015,04:00,305,0.3,58.8,0.2,24.5,94.0,0.003,0.004,0.007,0.000,17.8,7.0,14
14/01/2015,05:00,268,0.6,37.7,0.4,24.5,94.1,0.033,0.013,0.046,0.000,17.4,-0.7,20
14/01/2015,06:00,280,1.0,14.2,0.3,25.8,90.6,0.014,0.008,0.022,0.000,27.6,5.9,20
14/01/2015,07:00,44,0.6,124.8,0.7,28.0,78.8,0.005,0.005,0.010,0.000,14.2,-3.5,20
14/01/2015,08:00,53,1.4,31.1,0.6,30.3,67.7,0.003,0.004,0.006,0.000,15.5,-0.4,16
14/01/2015,09:00,81,2.5,29.3,1.0,31.4,64.0,0.002,0.002,0.003,0.000,19.9,6.7,16
14/01/2015,10:00,81,3.2,22.8,0.9,31.6,63.9,0.001,0.001,0.002,0.000,13.8,1.7,15
14/01/2015,11:00,59,2.7,26.5,1.1,31.7,62.6,0.001,0.002,0.003,0.000,20.6,8.3,16
14/01/2015,12:00,39,1.9,31.3,0.9,30.9,65.1,0.001,0.001,0.002,0.000,25.6,11.7,17
14/01/2015,13:00,57,2.4,25.9,1.1,31.2,64.9,0.001,0.002,0.003,0.000,20.9,5.9,18
14/01/2015,14:00,47,2.1,31.5,1.1,31.5,64.1,0.001,0.002,0.003,0.000,21.6,6.7,17
14/01/2015,15:00,49,2.6,20.6,1.0,31.5,63.5,0.001,0.001,0.002,0.000,24.8,10.8,16
14/01/2015,16:00,49,2.9,20.5,1.2,30.6,66.5,0.001,0.001,0.002,0.000,20.9,7.5,16
14/01/2015,17:00,37,2.4,23.5,1.1,29.6,69.5,0.001,0.002,0.003,0.000,17.1,4.9,16
14/01/2015,18:00,36,2.0,21.5,0.8,28.6,72.4,0.001,0.003,0.004,0.000,17.4,5.8,16
14/01/2015,19:00,24,1.6,20.3,0.8,27.8,75.2,0.001,0.000,0.001,0.000,13.5,2.2,16
14/01/2015,20:00,354,0.7,34.2,0.4,27.4,76.4,0.001,0.001,0.002,0.000,17.7,5.4,17
14/01/2015,21:00,2,0.6,169.4,0.3,27.0,78.9,0.001,0.001,0.002,0.000,18.0,6.9,17
14/01/2015,22:00,357,0.8,170.0,0.4,26.7,81.4,0.001,0.001,0.001,0.000,23.4,10.0,17
14/01/2015,23:00,299,0.1,82.0,0.2,26.7,82.7,0.001,0.002,0.003,0.000,28.4,16.3,17
15/01/2015,00:00,212,0.3,58.9,0.2,26.0,89.3,,,,,14.9,2.1,
15/01/2015,01:00,161,0.6,59.9,0.5,25.8,91.9,0.002,0.005,0.007,0.000,30.2,12.8,16
15/01/2015,02:00,338,0.6,136.9,0.7,25.0,92.9,0.001,0.005,0.006,0.000,15.8,3.0,16
15/01/2015,03:00,347,1.6,26.8,0.8,24.2,94.6,0.001,0.001,0.002,0.000,6.1,-1.5,13
15/01/2015,04:00,334,1.4,33.8,0.8,23.8,94.5,0.001,0.001,0.002,0.000,11.8,5.2,12
15/01/2015,05:00,320,0.9,42.1,0.5,24.0,94.1,0.002,0.003,0.004,0.000,14.8,8.2,13
15/01/2015,06:00,340,1.1,39.2,0.6,24.8,92.8,0.001,0.002,0.003,0.000,9.1,0.8,15
15/01/2015,07:00,349,1.0,30.8,0.5,26.1,90.6,0.001,0.001,0.002,0.000,14.5,4.2,16
15/01/2015,08:00,338,1.5,35.3,1.0,27.8,85.7,0.001,0.001,0.002,0.000,29.3,17.2,17
15/01/2015,09:00,311,2.5,29.8,1.1,30.1,76.2,0.001,0.001,0.002,0.000,17.1,8.3,15
15/01/2015,10:00,331,2.5,32.8,1.1,31.8,69.6,0.001,0.001,0.002,0.000,14.1,7.4,13
15/01/2015,11:00,346,1.9,39.9,1.0,32.9,66.2,0.001,0.001,0.002,0.000,12.8,8.2,15
15/01/2015,12:00,340,2.3,30.1,1.0,33.6,65.1,0.001,0.000,0.001,0.000,20.1,16.0,15
15/01/2015,13:00,340,2.1,32.8,1.0,34.1,63.1,0.001,0.001,0.002,0.000,17.3,13.0,15
15/01/2015,14:00,329,2.2,34.7,1.2,35.0,60.1,0.001,0.001,0.002,0.000,15.1,10.4,16
15/01/2015,15:00,324,2.0,30.7,1.1,34.2,62.8,0.001,0.001,0.002,0.000,13.5,7.7,19
15/01/2015,16:00,356,1.8,166.9,0.9,34.7,62.5,0.001,0.002,0.003,0.000,15.3,9.5,16
15/01/2015,17:00,16,1.8,176.4,0.9,32.2,72.6,0.002,0.003,0.004,0.000,20.9,11.3,20
15/01/2015,18:00,5,1.9,23.1,0.8,30.0,79.8,0.002,0.002,0.004,0.000,18.6,6.1,21
15/01/2015,19:00,3,1.7,170.2,0.9,29.0,83.5,0.002,0.003,0.005,0.000,17.5,5.0,21
15/01/2015,20:00,4,0.8,175.3,0.5,28.5,86.1,0.001,0.001,0.002,0.000,25.9,13.6,21
15/01/2015,21:00,347,0.9,41.7,0.8,28.4,86.8,0.001,0.001,0.001,0.000,24.6,12.8,21
15/01/2015,22:00,340,1.4,41.8,1.1,27.7,87.5,0.001,0.001,0.002,0.000,11.6,2.4,16
15/01/2015,23:00,347,1.1,43.7,0.8,26.7,87.8,0.001,0.002,0.002,0.000,12.5,4.9,9
16/01/2015,00:00,294,3.7,20.0,1.5,25.9,91.7,,,,,,,
16/01/2015,01:00,244,2.0,36.3,1.1,25.4,92.2,0.001,0.001,0.002,0.000,,,6
16/01/2015,02:00,292,1.0,44.1,0.6,24.4,93.5,0.001,0.002,0.003,0.000,5.7,1.2,5
16/01/2015,03:00,166,0.1,104.1,0.4,24.8,95.0,0.002,0.006,0.008,0.000,7.7,0.7,7
16/01/2015,04:00,111,0.6,70.3,0.5,24.5,95.3,0.001,0.004,0.005,0.000,9.8,2.7,7
16/01/2015,05:00,154,0.5,74.2,0.6,24.4,95.5,0.005,0.011,0.015,0.000,10.4,2.3,11
16/01/2015,06:00,267,1.5,18.5,0.5,24.4,95.3,0.005,0.007,0.011,0.000,14.4,3.3,8
16/01/2015,07:00,269,2.0,17.2,0.8,25.1,94.4,0.006,0.006,0.012,0.000,14.6,2.0,14
16/01/2015,08:00,347,0.8,42.4,0.5,27.6,89.4,0.002,0.003,0.005,0.000,13.6,-0.1,14
16/01/2015,09:00,292,0.5,75.6,0.6,30.1,78.2,0.001,0.002,0.003,0.000,7.3,1.3,10
16/01/2015,10:00,264,0.6,88.1,0.8,32.0,71.6,0.001,0.002,0.003,0.000,7.2,2.2,12
16/01/2015,11:00,282,1.6,54.0,1.0,33.7,63.2,0.001,0.002,0.003,0.000,12.4,7.5,15
16/01/2015,12:00,260,1.4,70.8,1.2,34.6,56.5,0.001,0.002,0.003,0.000,9.7,6.3,15
16/01/2015,13:00,40,1.1,123.6,1.2,35.7,54.0,0.001,0.003,0.004,0.000,6.9,3.8,14
16/01/2015,14:00,41,2.5,23.9,1.1,35.0,58.5,0.002,0.003,0.004,0.001,16.7,12.8,11
16/01/2015,15:00,21,2.2,26.8,1.2,32.9,66.1,0.004,0.006,0.009,0.000,13.0,7.5,6
16/01/2015,16:00,100,2.7,34.8,1.2,30.2,81.2,0.001,0.003,0.004,0.000,8.6,1.1,12
16/01/2015,17:00,147,1.5,32.0,0.9,28.5,88.7,0.002,0.008,0.010,0.000,18.6,4.8,23
16/01/2015,18:00,196,1.9,55.0,1.1,27.0,91.5,0.004,0.011,0.015,0.000,33.5,15.9,23
16/01/2015,19:00,295,0.5,59.4,0.4,24.9,93.9,0.001,0.005,0.006,0.000,21.0,12.1,9
16/01/2015,20:00,295,0.9,29.2,0.5,24.7,95.0,0.001,0.006,0.007,0.000,10.2,1.8,10
16/01/2015,21:00,287,0.7,39.4,0.4,24.7,95.5,0.003,0.009,0.011,0.000,14.0,4.6,10
16/01/2015,22:00,312,0.6,33.0,0.3,24.6,95.8,0.001,0.004,0.005,0.000,13.2,2.0,10
16/01/2015,23:00,276,1.3,28.0,0.7,24.6,96.0,0.002,0.005,0.007,0.000,21.5,8.6,12
17/01/2015,00:00,259,1.7,17.5,0.6,24.6,95.7,,,,,16.3,6.0,
17/01/2015,01:00,268,0.9,59.1,0.7,24.6,95.4,0.001,0.002,0.003,0.000,14.0,5.5,10
17/01/2015,02:00,285,0.9,28.3,0.5,24.5,95.3,0.001,0.004,0.005,0.000,10.4,1.2,12
17/01/2015,03:00,289,0.9,20.3,0.3,24.3,95.6,0.002,0.005,0.006,0.000,11.5,0.0,14
17/01/2015,04:00,283,1.0,29.1,0.5,24.4,95.8,0.002,0.004,0.006,0.000,,,13
17/01/2015,05:00,275,1.2,24.8,0.6,24.6,95.9,0.006,0.006,0.012,0.000,13.8,2.2,14
17/01/2015,06:00,266,1.0,66.3,0.9,25.3,95.2,0.004,0.005,0.009,0.000,20.1,10.9,14
17/01/2015,07:00,331,0.4,152.6,0.4,26.7,93.1,0.004,0.006,0.010,0.000,9.8,0.6,13
17/01/2015,08:00,137,0.5,59.6,0.4,28.1,87.6,0.004,0.006,0.010,0.000,12.7,4.5,15
17/01/2015,09:00,72,0.5,69.4,0.4,30.2,81.6,0.003,0.005,0.008,0.000,12.1,4.0,18
17/01/2015,10:00,79,1.2,48.4,0.9,31.0,77.7,0.002,0.004,0.006,0.000,17.6,7.4,15
17/01/2015,11:00,60,1.2,39.9,0.6,32.1,74.2,0.003,0.007,0.010,0.000,22.7,13.3,18
17/01/2015,12:00,335,0.4,142.4,0.5,32.3,71.6,0.002,0.004,0.005,0.000,11.5,4.3,13
17/01/2015,13:00,30,1.0,36.6,0.5,32.9,69.6,0.001,0.002,0.003,0.000,17.3,9.8,11
17/01/2015,14:00,41,2.2,24.4,1.0,33.0,72.3,0.002,0.003,0.005,0.000,14.8,8.7,9
17/01/2015,15:00,30,0.7,132.7,1.3,31.4,75.0,0.002,0.003,0.005,0.000,10.8,5.5,8
17/01/2015,16:00,272,0.9,75.4,0.9,26.3,83.9,0.001,0.004,0.005,0.000,9.2,0.9,10
17/01/2015,17:00,103,0.4,75.7,0.5,25.8,91.4,0.001,0.002,0.003,0.000,14.2,1.9,8
17/01/2015,18:00,264,1.8,23.9,0.8,25.2,92.3,0.002,0.004,0.006,0.000,4.0,-2.9,8
17/01/2015,19:00,259,2.3,19.4,0.9,24.9,92.0,0.002,0.004,0.005,0.000,17.1,9.2,7
17/01/2015,20:00,264,1.0,65.9,1.0,25.5,89.4,0.001,0.002,0.003,0.000,10.4,2.9,7
17/01/2015,21:00,18,0.5,48.3,0.4,25.5,89.5,0.001,0.001,0.001,0.000,8.6,1.6,6
17/01/2015,22:00,305,0.8,37.8,0.5,24.9,92.5,0.001,0.001,0.002,0.000,16.0,6.9,8
17/01/2015,23:00,259,1.5,18.4,0.6,25.0,91.2,0.001,0.002,0.003,0.000,13.8,3.2,8
18/01/2015,00:00,261,2.0,14.3,0.5,24.8,90.7,,,,,8.7,-0.9,
18/01/2015,01:00,260,2.1,15.1,0.6,24.5,91.5,0.001,0.002,0.003,0.000,18.9,10.0,7
18/01/2015,02:00,270,1.4,19.5,0.5,24.3,92.3,0.001,0.003,0.004,0.000,13.2,3.4,10
18/01/2015,03:00,266,1.9,17.3,0.5,24.1,92.9,0.002,0.004,0.006,0.000,16.6,4.9,10
18/01/2015,04:00,275,1.6,23.6,0.7,24.1,93.2,0.001,0.004,0.005,0.000,11.0,1.0,10
18/01/2015,05:00,282,0.6,61.0,0.5,24.0,93.8,0.001,0.006,0.007,0.000,16.0,6.7,11
18/01/2015,06:00,270,1.0,33.9,0.5,25.0,92.3,0.003,0.005,0.008,0.000,12.4,3.8,11
18/01/2015,07:00,273,1.3,26.4,0.5,26.4,88.5,0.003,0.004,0.007,0.000,12.1,3.2,11
18/01/2015,08:00,271,0.8,61.1,0.7,28.5,80.4,0.002,0.002,0.004,0.000,13.8,6.4,10
18/01/2015,09:00,177,0.1,107.0,0.5,31.1,71.9,0.001,0.002,0.003,0.000,10.8,4.7,11
18/01/2015,10:00,334,0.2,111.0,0.7,32.3,67.4,0.001,0.002,0.003,0.000,15.6,10.0,9
18/01/2015,11:00,36,0.7,68.9,0.7,33.5,63.9,0.002,0.005,0.007,0.000,12.2,6.4,10
18/01/2015,12:00,30,1.6,37.9,0.9,33.8,62.7,0.003,0.005,0.008,0.000,12.0,4.5,9
18/01/2015,13:00,52,2.2,29.8,0.8,35.5,57.7,0.005,0.010,0.014,0.000,10.4,3.3,10
18/01/2015,14:00,50,2.3,26.2,0.8,35.7,54.2,0.002,0.006,0.008,0.001,15.8,7.9,13
18/01/2015,15:00,50,2.2,24.6,0.8,35.8,56.6,0.001,0.004,0.005,0.000,,,15
18/01/2015,16:00,61,2.2,26.6,1.0,35.0,59.0,0.001,0.003,0.004,0.000,12.7,6.2,13
18/01/2015,17:00,28,1.8,22.4,0.8,33.1,62.5,0.001,0.002,0.003,0.000,14.0,7.4,10
18/01/2015,18:00,27,1.5,22.9,0.7,29.7,71.3,0.001,0.005,0.006,0.000,14.4,8.7,9
18/01/2015,19:00,20,0.9,20.6,0.4,28.4,74.1,0.001,0.002,0.003,0.000,15.8,9.5,9
18/01/2015,20:00,5,0.7,175.9,0.4,27.6,81.8,0.001,0.003,0.004,0.000,15.5,11.8,10
18/01/2015,21:00,31,0.3,67.4,0.3,27.0,87.1,0.001,0.001,0.002,0.000,,,10
18/01/2015,22:00,301,0.4,31.1,0.3,26.0,90.6,0.001,0.003,0.004,0.000,,,11
18/01/2015,23:00,275,0.3,49.2,0.2,25.4,92.7,0.002,0.006,0.007,0.000,8.1,1.4,12
19/01/2015,00:00,295,0.5,42.9,0.3,25.0,94.1,,,,,10.9,4.4,
19/01/2015,01:00,293,0.8,33.6,0.3,25.0,95.0,0.002,0.005,0.007,0.000,16.5,8.5,9
19/01/2015,02:00,294,0.7,35.5,0.5,25.5,94.8,0.001,0.003,0.004,0.000,,,7
19/01/2015,03:00,343,0.7,158.9,0.5,26.0,92.4,0.001,0.002,0.003,0.000,,,7
19/01/2015,04:00,353,0.4,48.8,0.3,25.0,93.2,0.006,0.006,0.011,0.000,7.0,2.6,9
19/01/2015,05:00,299,0.7,47.9,0.4,24.2,94.8,0.012,0.010,0.022,0.000,9.2,1.7,12
19/01/2015,06:00,325,0.4,144.5,0.3,25.6,93.7,0.008,0.009,0.017,0.000,17.4,9.4,10
19/01/2015,07:00,238,0.4,120.9,0.6,28.8,81.6,0.001,0.003,0.004,0.000,12.4,6.1,8
19/01/2015,08:00,330,0.1,165.7,0.5,31.0,73.9,0.001,0.002,0.003,0.000,6.4,2.5,9
19/01/2015,09:00,306,1.2,57.3,0.8,32.8,66.0,0.001,0.002,0.003,0.000,11.0,7.5,9
19/01/2015,10:00,131,0.4,92.7,1.2,34.5,59.6,0.002,0.004,0.005,0.000,8.4,5.0,9
19/01/2015,11:00,47,2.8,23.8,1.1,35.4,60.3,0.003,0.004,0.007,0.000,15.5,8.5,8
19/01/2015,12:00,48,2.3,19.9,1.0,34.0,62.5,0.001,0.002,0.003,0.000,14.7,7.3,10
19/01/2015,13:00,4,2.0,25.5,0.9,34.8,48.2,0.002,0.003,0.005,0.000,14.6,6.9,9
19/01/2015,14:00,5,1.9,169.6,1.9,33.6,49.9,0.003,0.006,0.009,0.000,15.1,6.1,9
19/01/2015,15:00,69,2.9,37.5,1.6,32.0,57.5,0.005,0.009,0.013,0.002,22.1,12.2,15
19/01/2015,16:00,21,2.3,29.1,1.2,31.8,67.9,0.003,0.004,0.007,0.000,21.5,9.9,11
19/01/2015,17:00,35,1.9,23.1,0.7,31.3,75.6,0.002,0.002,0.004,0.000,20.4,11.5,9
19/01/2015,18:00,26,1.4,27.6,0.7,30.0,78.5,0.001,0.002,0.003,0.000,14.6,7.5,8
19/01/2015,19:00,45,1.3,22.2,0.6,28.5,84.3,0.001,0.001,0.002,0.000,15.3,7.0,8
19/01/2015,20:00,71,1.9,23.1,0.8,28.3,87.4,0.001,0.001,0.002,0.000,12.7,4.5,7
19/01/2015,21:00,98,3.2,26.0,1.7,27.1,83.8,0.001,0.011,0.012,0.001,11.4,3.4,16
19/01/2015,22:00,157,0.1,127.1,0.5,24.0,90.0,0.001,0.014,0.015,0.002,16.4,2.3,21
19/01/2015,23:00,299,0.2,178.4,0.4,23.4,93.5,0.001,0.007,0.008,0.000,18.9,3.0,20
20/01/2015,00:00,34,0.5,168.5,0.6,23.1,93.3,,,,,15.9,1.9,
20/01/2015,01:00,292,0.9,21.3,0.3,23.0,92.6,0.001,0.005,0.006,0.000,20.7,4.9,15
20/01/2015,02:00,269,1.1,27.4,0.5,22.9,93.1,0.001,0.007,0.008,0.000,18.4,2.6,17
20/01/2015,03:00,258,1.7,21.5,0.6,23.0,90.8,0.002,0.010,0.012,0.000,11.3,-1.5,19
20/01/2015,04:00,282,0.9,64.4,0.5,22.4,92.5,0.003,0.009,0.012,0.000,13.9,0.7,24
20/01/2015,05:00,268,1.5,18.0,0.5,22.4,92.9,0.008,0.014,0.022,0.000,22.2,9.2,29
20/01/2015,06:00,291,0.9,29.3,0.4,24.1,89.7,0.006,0.012,0.017,0.000,21.7,10.3,24
20/01/2015,07:00,281,1.0,56.7,0.6,26.0,86.3,0.005,0.009,0.014,0.000,22.9,11.7,25
20/01/2015,08:00,82,1.8,28.8,0.7,29.2,74.9,0.002,0.005,0.007,0.002,17.8,6.5,17
20/01/2015,09:00,64,2.0,23.4,0.8,30.0,67.8,0.001,0.003,0.004,0.001,15.9,6.4,14
20/01/2015,10:00,107,1.8,34.8,1.0,29.6,70.0,0.001,0.002,0.003,0.000,17.0,9.6,13
20/01/2015,11:00,76,2.2,29.0,1.0,30.6,67.9,0.001,0.002,0.003,0.000,12.8,5.5,12
20/01/2015,12:00,39,1.0,55.2,0.7,30.8,67.3,0.005,0.012,0.017,0.003,15.6,8.6,15
20/01/2015,13:00,188,0.8,94.4,1.1,31.7,62.8,0.007,0.017,0.023,0.008,21.2,13.4,24
20/01/2015,14:00,102,4.7,29.2,2.4,29.4,72.1,0.004,0.010,0.013,0.004,23.9,14.1,15
20/01/2015,15:00,118,4.5,18.7,1.6,26.3,76.5,0.030,0.027,0.056,0.023,12.3,3.9,7
20/01/2015,16:00,111,4.2,17.9,1.5,26.4,77.6,0.002,0.008,0.010,0.006,2.1,-2.0,8
20/01/2015,17:00,110,4.6,18.0,1.5,26.7,76.6,0.021,0.017,0.038,0.013,11.3,4.6,11
