Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Sulfur Dioxide (ppm)
14/06/2013,22:00,170,1.8,16.3,0.9,0.000
14/06/2013,23:00,177,1.6,12.6,0.7,0.000
15/06/2013,00:00,176,1.9,10.6,0.7,
15/06/2013,01:00,176,2.1,11.0,0.9,0.000
15/06/2013,02:00,176,1.7,16.1,0.7,0.000
15/06/2013,03:00,183,1.3,16.6,0.6,0.000
15/06/2013,04:00,188,1.4,17.2,0.5,0.000
15/06/2013,05:00,179,1.4,17.0,0.6,0.000
15/06/2013,06:00,185,1.4,12.5,0.5,0.001
15/06/2013,07:00,191,1.1,25.6,0.4,0.000
15/06/2013,08:00,142,1.4,34.3,0.9,0.000
15/06/2013,09:00,134,1.6,36.2,1.0,0.000
15/06/2013,10:00,112,2.0,44.8,1.4,0.000
15/06/2013,11:00,128,1.2,64.8,0.9,0.000
15/06/2013,12:00,128,0.8,82.8,1.0,0.000
15/06/2013,13:00,97,0.9,81.6,1.0,0.000
15/06/2013,14:00,141,1.1,61.8,0.9,0.001
15/06/2013,15:00,169,1.8,45.7,1.4,0.000
15/06/2013,16:00,170,1.9,32.5,1.2,0.000
15/06/2013,17:00,170,1.8,33.9,1.2,0.000
15/06/2013,18:00,160,0.9,44.5,0.6,0.001
15/06/2013,19:00,184,1.4,15.1,0.5,0.000
15/06/2013,20:00,182,1.6,10.9,0.6,0.000
15/06/2013,21:00,177,2.6,11.3,0.9,0.000
15/06/2013,22:00,170,2.7,12.3,1.1,0.000
15/06/2013,23:00,168,2.1,14.9,0.9,0.000
16/06/2013,00:00,169,1.1,21.4,0.5,
16/06/2013,01:00,182,1.2,12.1,0.5,0.000
16/06/2013,02:00,179,1.2,17.5,0.5,0.000
16/06/2013,03:00,176,1.2,30.3,0.7,0.000
16/06/2013,04:00,181,1.3,20.0,0.6,0.000
16/06/2013,05:00,179,1.3,16.6,0.7,0.000
16/06/2013,06:00,191,0.8,20.5,0.4,0.000
16/06/2013,07:00,176,0.9,21.9,0.4,0.000
16/06/2013,08:00,158,1.4,33.0,0.7,0.000
16/06/2013,09:00,98,1.7,42.9,1.2,0.000
16/06/2013,10:00,95,1.4,57.6,1.1,0.000
16/06/2013,11:00,160,1.2,66.0,1.0,0.000
16/06/2013,12:00,175,1.3,52.6,1.0,0.000
16/06/2013,13:00,188,1.6,43.9,1.0,0.001
16/06/2013,14:00,191,1.9,32.8,1.1,0.001
16/06/2013,15:00,181,2.3,26.7,1.2,0.001
16/06/2013,16:00,182,2.3,23.3,1.1,0.000
16/06/2013,17:00,173,1.5,33.4,1.0,0.001
16/06/2013,18:00,171,2.0,19.9,1.1,0.001
16/06/2013,19:00,174,2.6,13.2,1.0,0.000
16/06/2013,20:00,175,2.6,10.9,1.1,0.000
16/06/2013,21:00,177,2.4,12.6,0.9,0.000
16/06/2013,22:00,175,2.0,11.3,0.7,0.000
16/06/2013,23:00,173,2.8,10.9,1.0,0.000
17/06/2013,00:00,168,2.1,11.7,0.9,
17/06/2013,01:00,174,1.4,14.7,0.7,0.000
17/06/2013,02:00,183,1.3,11.1,0.6,0.000
17/06/2013,03:00,175,1.0,12.9,0.4,0.000
17/06/2013,04:00,183,1.4,11.0,0.5,0.000
17/06/2013,05:00,173,1.7,10.9,0.6,0.000
17/06/2013,06:00,178,1.9,10.4,0.7,0.001
17/06/2013,07:00,175,2.0,10.8,0.7,0.001
17/06/2013,08:00,174,1.9,12.7,0.7,0.001
17/06/2013,09:00,145,1.4,33.6,0.9,0.000
17/06/2013,10:00,160,1.7,38.3,1.1,0.000
17/06/2013,11:00,175,2.1,32.4,1.2,0.000
17/06/2013,12:00,187,1.7,45.3,1.2,0.000
17/06/2013,13:00,186,1.9,36.9,1.2,0.000
17/06/2013,14:00,182,2.1,29.2,1.2,0.001
17/06/2013,15:00,186,1.7,37.7,1.1,0.004
17/06/2013,16:00,177,1.7,35.4,1.0,0.001
17/06/2013,17:00,180,1.4,33.8,1.0,0.001
17/06/2013,18:00,176,1.1,25.6,0.6,0.001
17/06/2013,19:00,192,1.2,14.9,0.5,0.001
17/06/2013,20:00,194,1.4,12.8,0.4,0.000
17/06/2013,21:00,188,1.5,9.9,0.5,0.000
17/06/2013,22:00,184,1.4,10.7,0.4,0.000
17/06/2013,23:00,181,1.9,9.4,0.6,0.000
18/06/2013,00:00,179,1.9,10.4,0.6,
18/06/2013,01:00,182,2.1,10.2,0.7,0.000
18/06/2013,02:00,187,1.4,10.0,0.4,0.000
18/06/2013,03:00,184,1.3,13.6,0.6,0.000
18/06/2013,04:00,176,1.9,12.1,0.9,0.000
18/06/2013,05:00,173,2.7,10.5,1.1,0.000
18/06/2013,06:00,178,1.9,25.2,1.0,0.000
18/06/2013,07:00,180,1.1,28.1,0.7,0.000
18/06/2013,08:00,164,2.1,26.3,1.3,0.001
18/06/2013,09:00,159,2.9,18.3,1.5,0.000
18/06/2013,10:00,171,3.6,12.6,1.5,0.000
18/06/2013,11:00,172,2.8,23.1,1.3,0.000
18/06/2013,12:00,175,3.2,21.7,1.6,0.000
18/06/2013,13:00,177,3.1,19.1,1.4,0.000
18/06/2013,14:00,176,2.5,27.7,1.3,0.001
18/06/2013,15:00,171,2.3,33.1,1.6,0.001
18/06/2013,16:00,173,2.6,22.6,1.4,0.001
18/06/2013,17:00,175,2.4,19.0,1.4,0.001
18/06/2013,18:00,172,1.6,23.9,0.9,0.001
18/06/2013,19:00,171,2.1,19.8,1.2,0.000
18/06/2013,20:00,170,2.0,15.3,1.0,0.000
18/06/2013,21:00,163,1.8,20.4,0.9,0.000
18/06/2013,22:00,161,1.1,20.6,0.6,0.000
18/06/2013,23:00,155,1.1,31.5,0.7,0.000
19/06/2013,00:00,165,1.3,25.0,0.7,
19/06/2013,01:00,162,1.2,26.1,0.7,0.000
19/06/2013,02:00,168,1.4,16.9,0.7,0.000
19/06/2013,03:00,177,1.8,10.4,0.7,0.000
19/06/2013,04:00,180,1.8,10.7,0.6,0.000
19/06/2013,05:00,181,1.9,11.5,0.7,0.000
19/06/2013,06:00,176,2.0,16.9,0.7,0.000
19/06/2013,07:00,189,1.6,11.7,0.5,0.000
19/06/2013,08:00,112,1.1,40.5,1.0,0.001
19/06/2013,09:00,104,1.6,28.8,1.0,0.000
19/06/2013,10:00,87,2.2,30.3,1.3,0.000
19/06/2013,11:00,101,1.2,58.5,1.0,0.000
19/06/2013,12:00,88,0.9,76.6,0.9,0.000
19/06/2013,13:00,79,0.7,86.7,0.8,0.000
19/06/2013,14:00,179,1.1,57.7,1.0,0.001
19/06/2013,15:00,193,1.7,33.2,0.9,0.001
19/06/2013,16:00,184,1.3,41.9,0.9,0.000
19/06/2013,17:00,171,0.9,45.4,0.7,0.000
19/06/2013,18:00,184,1.2,24.0,0.7,0.001
19/06/2013,19:00,189,1.1,13.3,0.4,0.001
19/06/2013,20:00,194,1.0,16.3,0.4,0.001
19/06/2013,21:00,203,1.3,8.1,0.3,0.000
19/06/2013,22:00,190,1.5,9.6,0.4,0.000
19/06/2013,23:00,193,1.2,17.4,0.4,0.000
20/06/2013,00:00,201,1.0,12.9,0.3,
20/06/2013,01:00,184,1.3,14.3,0.5,0.000
20/06/2013,02:00,171,1.2,38.6,0.7,0.000
20/06/2013,03:00,166,0.6,50.2,0.5,0.000
20/06/2013,04:00,181,1.3,28.7,0.8,0.000
20/06/2013,05:00,182,2.0,14.3,0.8,0.000
20/06/2013,06:00,172,1.2,29.7,0.7,0.000
20/06/2013,07:00,180,1.1,29.8,0.6,0.001
20/06/2013,08:00,158,0.8,54.8,0.7,0.001
20/06/2013,09:00,168,0.8,51.0,0.6,0.000
20/06/2013,10:00,113,0.6,70.1,0.6,0.000
20/06/2013,11:00,81,1.2,48.9,0.8,0.000
20/06/2013,12:00,98,0.8,60.6,0.6,0.000
20/06/2013,13:00,102,0.7,74.5,0.7,0.000
20/06/2013,14:00,186,1.8,23.7,0.9,0.001
20/06/2013,15:00,186,2.1,16.1,0.9,0.000
20/06/2013,16:00,182,2.5,17.9,1.0,0.000
20/06/2013,17:00,175,1.2,36.7,0.9,0.001
20/06/2013,18:00,186,1.1,30.3,0.6,0.000
20/06/2013,19:00,188,1.1,24.7,0.5,0.000
20/06/2013,20:00,199,1.6,12.2,0.4,0.000
20/06/2013,21:00,190,1.1,22.8,0.5,0.000
20/06/2013,22:00,181,0.6,48.7,0.5,0.000
20/06/2013,23:00,68,0.3,81.9,0.7,0.000
21/06/2013,00:00,174,1.5,30.4,0.9,
21/06/2013,01:00,173,2.0,20.3,1.1,0.000
21/06/2013,02:00,174,2.3,17.5,1.0,0.000
21/06/2013,03:00,168,2.0,19.2,1.1,0.000
21/06/2013,04:00,173,2.3,15.7,1.1,0.000
21/06/2013,05:00,171,2.1,12.8,0.9,0.000
21/06/2013,06:00,173,1.9,16.7,0.9,0.000
21/06/2013,07:00,171,2.1,14.0,0.8,0.000
21/06/2013,08:00,169,2.0,22.2,1.0,0.000
21/06/2013,09:00,160,2.1,23.6,1.2,0.001
21/06/2013,10:00,152,1.9,33.6,1.1,0.000
21/06/2013,11:00,164,1.8,37.8,1.3,0.000
21/06/2013,12:00,170,1.7,42.7,1.1,0.000
21/06/2013,13:00,176,1.4,51.4,1.1,0.000
21/06/2013,14:00,185,1.8,41.7,1.2,0.000
21/06/2013,15:00,185,2.0,35.4,1.2,0.000
21/06/2013,16:00,184,2.0,30.8,1.2,0.000
21/06/2013,17:00,177,1.8,27.4,1.0,0.000
21/06/2013,18:00,176,0.9,31.6,0.5,0.001
21/06/2013,19:00,196,1.0,24.9,0.4,0.001
21/06/2013,20:00,198,1.3,9.9,0.3,0.000
21/06/2013,21:00,187,1.2,9.2,0.4,0.000
21/06/2013,22:00,183,1.5,9.0,0.4,0.000
21/06/2013,23:00,182,1.5,8.9,0.4,0.000
22/06/2013,00:00,180,1.6,9.2,0.4,
22/06/2013,01:00,183,1.6,8.6,0.4,0.000
22/06/2013,02:00,182,1.6,10.1,0.5,0.000
22/06/2013,03:00,182,1.7,9.7,0.5,0.000
22/06/2013,04:00,183,1.6,10.8,0.5,0.000
22/06/2013,05:00,182,1.8,11.2,0.5,0.000
22/06/2013,06:00,185,1.9,9.2,0.4,0.000
22/06/2013,07:00,184,1.9,8.9,0.4,0.000
22/06/2013,08:00,182,1.8,13.9,0.6,0.000
22/06/2013,09:00,157,1.5,31.9,0.8,0.000
22/06/2013,10:00,130,1.5,44.3,1.0,0.000
22/06/2013,11:00,131,0.9,68.9,0.9,0.000
22/06/2013,12:00,59,0.9,76.7,1.0,0.000
22/06/2013,13:00,115,0.4,104.2,0.8,0.000
22/06/2013,14:00,191,0.6,80.1,0.7,0.000
22/06/2013,15:00,172,0.8,67.5,0.8,0.000
22/06/2013,16:00,182,0.7,74.9,0.8,0.000
22/06/2013,17:00,183,1.1,40.6,0.9,0.000
22/06/2013,18:00,194,1.0,14.7,0.4,0.001
22/06/2013,19:00,192,1.1,12.7,0.4,0.001
22/06/2013,20:00,186,1.4,10.0,0.4,0.000
22/06/2013,21:00,183,0.9,14.2,0.3,0.000
22/06/2013,22:00,184,0.9,14.9,0.4,0.000
22/06/2013,23:00,191,1.1,13.3,0.4,0.001
23/06/2013,00:00,184,1.7,9.3,0.5,
23/06/2013,01:00,167,0.5,37.5,0.3,0.000
23/06/2013,02:00,187,1.5,10.7,0.5,0.000
23/06/2013,03:00,183,1.7,10.5,0.5,0.000
23/06/2013,04:00,183,1.7,11.6,0.5,0.000
23/06/2013,05:00,192,1.9,9.3,0.5,0.000
23/06/2013,06:00,182,1.3,15.0,0.5,0.000
23/06/2013,07:00,187,1.1,16.7,0.4,0.000
23/06/2013,08:00,175,1.0,24.9,0.7,0.000
23/06/2013,09:00,157,1.7,30.5,1.0,0.000
23/06/2013,10:00,143,1.6,45.2,1.2,0.000
23/06/2013,11:00,151,1.5,52.1,1.2,0.000
23/06/2013,12:00,133,1.1,58.8,0.9,0.000
23/06/2013,13:00,112,1.0,70.6,0.9,0.000
23/06/2013,14:00,164,1.4,46.0,1.0,0.000
23/06/2013,15:00,170,1.6,42.5,1.2,0.000
23/06/2013,16:00,137,0.9,60.5,0.9,0.000
23/06/2013,17:00,149,0.9,47.5,0.7,0.000
23/06/2013,18:00,180,0.9,24.7,0.4,0.000
23/06/2013,19:00,199,0.9,8.8,0.3,0.000
23/06/2013,20:00,190,1.0,6.9,0.2,0.000
23/06/2013,21:00,189,1.5,5.9,0.3,0.000
23/06/2013,22:00,192,1.1,7.2,0.3,0.000
23/06/2013,23:00,180,1.9,6.6,0.4,0.000
24/06/2013,00:00,173,1.8,6.2,0.4,
24/06/2013,01:00,177,1.5,9.9,0.4,0.000
24/06/2013,02:00,179,1.6,10.3,0.5,0.000
24/06/2013,03:00,182,1.6,13.1,0.7,0.000
24/06/2013,04:00,187,1.5,13.6,0.5,0.000
24/06/2013,05:00,195,1.4,15.4,0.4,0.000
24/06/2013,06:00,190,1.6,11.0,0.4,0.001
24/06/2013,07:00,180,1.4,14.6,0.5,0.001
24/06/2013,08:00,171,1.9,15.4,0.8,0.000
24/06/2013,09:00,139,1.3,55.4,1.1,0.000
24/06/2013,10:00,117,1.4,54.0,1.1,0.000
24/06/2013,11:00,100,1.6,44.4,1.1,0.000
24/06/2013,12:00,90,1.3,57.9,1.1,0.000
24/06/2013,13:00,151,0.9,76.1,0.9,0.000
24/06/2013,14:00,176,1.5,42.6,1.0,0.000
24/06/2013,15:00,163,1.8,40.0,1.2,0.001
24/06/2013,16:00,172,1.9,31.3,1.1,0.000
24/06/2013,17:00,166,1.4,32.9,0.9,0.001
24/06/2013,18:00,174,1.0,28.6,0.6,0.000
24/06/2013,19:00,187,1.1,14.0,0.4,0.001
24/06/2013,20:00,191,1.1,12.0,0.4,0.001
24/06/2013,21:00,187,1.5,9.3,0.3,0.000
24/06/2013,22:00,186,1.5,9.9,0.4,0.000
24/06/2013,23:00,177,1.7,9.4,0.5,0.000
25/06/2013,00:00,178,1.9,8.6,0.5,
25/06/2013,01:00,177,1.8,10.3,0.7,0.000
25/06/2013,02:00,189,1.7,9.4,0.5,0.000
25/06/2013,03:00,191,1.9,8.4,0.4,0.000
25/06/2013,04:00,182,1.8,9.7,0.5,0.000
25/06/2013,05:00,180,1.6,10.4,0.4,0.000
25/06/2013,06:00,186,1.9,12.2,0.4,0.001
25/06/2013,07:00,180,1.8,12.3,0.6,0.001
25/06/2013,08:00,174,1.8,20.1,0.8,0.000
25/06/2013,09:00,125,1.0,66.2,1.0,0.000
25/06/2013,10:00,98,1.4,51.8,1.1,0.000
25/06/2013,11:00,80,1.8,41.0,1.1,0.000
25/06/2013,12:00,103,1.1,57.2,0.9,0.000
25/06/2013,13:00,70,0.8,76.5,0.9,0.000
25/06/2013,14:00,150,0.8,62.1,0.8,0.001
25/06/2013,15:00,172,1.6,32.8,1.0,0.000
25/06/2013,16:00,161,1.2,44.0,0.9,0.000
25/06/2013,17:00,156,0.8,57.0,0.8,0.001
25/06/2013,18:00,193,0.9,16.2,0.4,0.001
25/06/2013,19:00,196,1.0,9.7,0.3,0.001
25/06/2013,20:00,190,1.5,7.7,0.4,0.001
25/06/2013,21:00,185,1.6,8.8,0.5,0.000
25/06/2013,22:00,190,1.2,9.8,0.3,0.000
25/06/2013,23:00,189,1.4,9.3,0.4,0.000
26/06/2013,00:00,185,1.3,10.7,0.4,
26/06/2013,01:00,185,1.0,10.6,0.4,0.000
26/06/2013,02:00,176,0.7,26.7,0.4,0.000
26/06/2013,03:00,179,0.9,14.0,0.4,0.000
26/06/2013,04:00,180,1.0,17.2,0.4,0.000
26/06/2013,05:00,197,0.5,54.4,0.3,0.001
26/06/2013,06:00,233,0.5,28.7,0.3,0.001
26/06/2013,07:00,215,0.5,33.6,0.3,0.002
26/06/2013,08:00,40,0.9,136.3,1.0,0.001
26/06/2013,09:00,59,2.0,28.7,1.0,0.000
26/06/2013,10:00,71,2.1,32.2,1.1,0.000
26/06/2013,11:00,53,2.3,33.0,1.3,0.000
26/06/2013,12:00,78,1.5,48.2,1.0,0.000
26/06/2013,13:00,82,1.1,60.7,0.9,0.000
26/06/2013,14:00,95,0.5,88.3,0.6,0.000
26/06/2013,15:00,167,0.9,57.2,0.7,0.000
26/06/2013,16:00,172,1.4,33.3,0.9,0.001
26/06/2013,17:00,93,1.0,50.9,0.7,0.000
26/06/2013,18:00,82,0.4,56.4,0.3,0.001
26/06/2013,19:00,35,0.1,143.0,0.2,0.001
26/06/2013,20:00,198,0.6,20.7,0.2,0.001
26/06/2013,21:00,189,0.9,12.2,0.4,0.001
26/06/2013,22:00,186,0.6,33.0,0.3,0.001
26/06/2013,23:00,183,1.3,10.3,0.5,0.001
27/06/2013,00:00,182,1.6,9.7,0.5,
27/06/2013,01:00,193,1.4,14.4,0.5,0.000
27/06/2013,02:00,178,1.0,27.4,0.5,0.000
27/06/2013,03:00,175,0.8,30.4,0.4,0.000
27/06/2013,04:00,174,1.4,21.3,0.8,0.000
27/06/2013,05:00,171,1.1,27.5,0.7,0.000
27/06/2013,06:00,150,0.6,59.4,0.5,0.000
27/06/2013,07:00,148,0.5,64.7,0.5,0.000
27/06/2013,08:00,9,0.6,148.5,0.5,0.000
27/06/2013,09:00,66,1.2,46.8,0.7,0.000
27/06/2013,10:00,76,1.5,34.6,0.9,0.000
27/06/2013,11:00,119,1.0,58.0,0.9,0.000
27/06/2013,12:00,163,1.6,40.5,1.1,0.000
27/06/2013,13:00,164,1.8,39.3,1.2,0.000
27/06/2013,14:00,155,1.7,41.1,1.1,0.000
27/06/2013,15:00,155,1.2,45.0,0.9,0.001
27/06/2013,16:00,166,1.8,27.2,1.0,0.001
27/06/2013,17:00,175,1.3,26.0,0.8,0.001
27/06/2013,18:00,172,1.5,15.9,0.7,0.001
27/06/2013,19:00,167,1.8,17.0,1.0,0.000
27/06/2013,20:00,171,1.6,17.7,0.8,0.000
27/06/2013,21:00,180,1.8,13.2,0.7,0.000
27/06/2013,22:00,175,1.6,16.7,0.8,0.000
27/06/2013,23:00,172,1.7,19.3,0.9,0.000
28/06/2013,00:00,175,1.8,14.5,0.7,
28/06/2013,01:00,170,1.8,17.2,0.9,0.000
28/06/2013,02:00,162,1.3,31.6,0.8,0.000
28/06/2013,03:00,164,1.4,25.6,0.8,0.000
28/06/2013,04:00,164,1.4,25.3,0.8,0.000
28/06/2013,05:00,172,1.4,22.4,0.8,0.001
28/06/2013,06:00,170,1.4,21.3,0.6,0.001
28/06/2013,07:00,173,1.8,11.1,0.6,0.001
28/06/2013,08:00,173,1.8,17.7,0.8,0.000
28/06/2013,09:00,145,1.2,44.1,0.9,0.000
28/06/2013,10:00,103,1.3,50.0,0.9,0.000
28/06/2013,11:00,105,1.2,62.1,1.0,0.000
28/06/2013,12:00,154,1.0,58.6,1.0,0.000
28/06/2013,13:00,151,1.4,57.4,1.3,0.000
28/06/2013,14:00,156,1.7,42.6,1.3,0.000
28/06/2013,15:00,160,1.8,39.3,1.2,0.001
28/06/2013,16:00,159,1.8,34.0,1.1,0.001
28/06/2013,17:00,166,1.7,28.7,1.0,0.001
28/06/2013,18:00,170,2.3,13.9,1.1,0.000
28/06/2013,19:00,172,2.1,12.3,0.9,0.000
28/06/2013,20:00,171,2.6,12.1,1.1,0.000
28/06/2013,21:00,174,2.8,10.9,1.1,0.000
28/06/2013,22:00,173,2.8,10.6,1.0,0.000
28/06/2013,23:00,173,3.0,11.3,1.3,0.000
29/06/2013,00:00,169,2.6,14.9,1.1,
29/06/2013,01:00,165,2.6,13.9,1.2,0.000
29/06/2013,02:00,172,2.6,11.3,0.9,0.000
29/06/2013,03:00,166,2.3,14.1,1.0,0.000
29/06/2013,04:00,171,2.0,10.2,0.7,0.000
29/06/2013,05:00,158,2.1,16.7,1.0,0.000
29/06/2013,06:00,160,2.3,14.1,1.1,0.000
29/06/2013,07:00,156,2.0,17.2,1.0,0.000
29/06/2013,08:00,158,2.5,17.2,1.3,0.000
29/06/2013,09:00,149,2.2,27.1,1.3,0.000
29/06/2013,10:00,145,2.5,25.9,1.3,0.000
29/06/2013,11:00,138,2.1,34.1,1.3,0.000
29/06/2013,12:00,152,2.4,31.0,1.5,0.000
29/06/2013,13:00,170,3.3,21.9,1.7,0.000
29/06/2013,14:00,169,3.2,25.7,1.8,0.000
29/06/2013,15:00,168,2.8,26.2,1.6,0.000
29/06/2013,16:00,173,3.9,16.8,1.7,0.000
29/06/2013,17:00,170,3.7,16.7,1.7,0.000
29/06/2013,18:00,171,3.3,14.0,1.5,0.000
29/06/2013,19:00,168,2.8,17.7,1.3,0.000
29/06/2013,20:00,171,2.2,17.3,1.1,0.000
29/06/2013,21:00,173,2.3,13.7,1.0,0.000
29/06/2013,22:00,169,2.3,14.1,1.1,0.000
29/06/2013,23:00,162,2.6,16.8,1.3,0.000
30/06/2013,00:00,158,2.5,15.1,1.2,
30/06/2013,01:00,157,2.3,17.5,1.4,0.000
30/06/2013,02:00,167,2.6,12.0,1.1,0.000
30/06/2013,03:00,166,2.7,13.4,1.1,0.000
30/06/2013,04:00,165,2.8,13.8,1.2,0.000
30/06/2013,05:00,164,2.5,13.5,1.0,0.000
30/06/2013,06:00,170,2.2,11.2,0.9,0.000
30/06/2013,07:00,169,2.2,11.2,0.9,0.000
30/06/2013,08:00,161,2.7,18.1,1.2,0.000
30/06/2013,09:00,144,3.0,21.1,1.6,0.000
30/06/2013,10:00,128,2.9,23.5,1.6,0.000
30/06/2013,11:00,148,3.5,22.5,1.8,0.000
30/06/2013,12:00,142,3.0,29.4,1.7,0.000
30/06/2013,13:00,146,3.0,30.5,1.8,0.000
30/06/2013,14:00,153,3.3,29.1,1.9,0.000
30/06/2013,15:00,154,3.0,32.5,1.8,0.000
30/06/2013,16:00,156,2.8,31.1,1.8,0.000
30/06/2013,17:00,160,2.7,30.7,1.6,0.000
30/06/2013,18:00,162,2.6,24.8,1.4,0.000
30/06/2013,19:00,173,2.6,15.4,1.2,0.000
30/06/2013,20:00,176,2.4,14.5,1.1,0.000
30/06/2013,21:00,172,2.5,15.0,1.2,0.000
30/06/2013,22:00,169,2.5,12.2,1.0,0.000
30/06/2013,23:00,173,2.7,10.9,1.0,0.000
01/07/2013,00:00,173,2.7,12.0,1.1,
01/07/2013,01:00,171,3.1,12.3,1.3,0.000
01/07/2013,02:00,171,3.1,10.3,1.2,0.000
01/07/2013,03:00,173,2.7,10.3,1.0,0.000
01/07/2013,04:00,173,2.5,10.5,0.9,0.000
01/07/2013,05:00,170,1.7,19.8,0.9,0.000
01/07/2013,06:00,169,1.0,19.7,0.5,0.000
01/07/2013,07:00,159,0.8,37.2,0.6,0.001
01/07/2013,08:00,144,1.5,29.9,1.0,0.000
01/07/2013,09:00,135,2.0,28.6,1.2,0.000
01/07/2013,10:00,136,2.4,29.1,1.3,0.000
01/07/2013,11:00,131,2.2,33.8,1.4,0.000
01/07/2013,12:00,157,2.3,36.8,1.6,0.000
01/07/2013,13:00,155,2.3,34.0,1.4,0.000
01/07/2013,14:00,155,2.7,30.0,1.5,0.000
01/07/2013,15:00,147,1.9,41.5,1.1,0.000
01/07/2013,16:00,159,2.5,37.3,1.8,0.000
01/07/2013,17:00,167,2.6,27.2,1.5,0.000
01/07/2013,18:00,167,2.2,22.3,1.2,0.000
01/07/2013,19:00,176,1.6,22.1,0.8,0.000
01/07/2013,20:00,177,2.2,13.4,0.9,0.000
01/07/2013,21:00,171,2.5,11.8,1.1,0.000
01/07/2013,22:00,170,2.7,11.3,1.0,0.001
01/07/2013,23:00,170,2.4,11.6,0.9,0.000
02/07/2013,00:00,168,2.0,15.7,0.9,
02/07/2013,01:00,168,1.6,18.5,0.8,0.000
02/07/2013,02:00,168,1.7,17.2,0.9,0.000
02/07/2013,03:00,155,1.3,26.3,0.8,0.000
02/07/2013,04:00,163,1.3,29.0,0.8,0.000
02/07/2013,05:00,166,1.7,16.6,0.8,0.000
02/07/2013,06:00,170,1.2,20.3,0.6,0.000
02/07/2013,07:00,161,1.2,23.7,0.6,0.001
02/07/2013,08:00,132,1.4,34.6,0.9,0.000
02/07/2013,09:00,125,1.6,37.4,1.1,0.000
02/07/2013,10:00,107,1.8,42.0,1.2,0.000
02/07/2013,11:00,101,1.3,53.4,1.0,0.000
02/07/2013,12:00,100,1.3,60.1,1.0,0.000
02/07/2013,13:00,97,1.1,66.2,1.1,0.000
02/07/2013,14:00,111,1.0,75.6,1.2,0.001
02/07/2013,15:00,132,1.2,62.5,1.1,0.000
02/07/2013,16:00,166,1.7,39.9,1.3,0.000
02/07/2013,17:00,161,1.3,39.7,0.9,0.001
02/07/2013,18:00,172,1.2,27.5,0.7,0.000
02/07/2013,19:00,173,1.2,22.7,0.6,0.000
02/07/2013,20:00,195,1.0,11.1,0.4,0.000
02/07/2013,21:00,176,1.3,11.8,0.5,0.000
02/07/2013,22:00,176,0.9,11.8,0.5,0.000
02/07/2013,23:00,180,1.0,11.7,0.4,0.000
03/07/2013,00:00,187,1.5,8.9,0.4,
03/07/2013,01:00,178,1.6,9.3,0.4,0.000
03/07/2013,02:00,174,1.6,9.4,0.6,0.000
03/07/2013,03:00,175,1.6,9.3,0.5,0.000
03/07/2013,04:00,169,0.8,27.4,0.5,0.000
03/07/2013,05:00,152,0.9,49.9,0.7,0.000
03/07/2013,06:00,179,0.9,33.2,0.5,0.002
03/07/2013,07:00,166,0.4,71.3,0.4,0.002
03/07/2013,08:00,105,0.4,58.7,0.4,0.002
03/07/2013,09:00,71,1.6,35.3,1.0,0.000
03/07/2013,10:00,71,1.5,46.0,1.0,0.000
03/07/2013,11:00,56,1.4,50.5,0.9,0.000
03/07/2013,12:00,38,1.4,50.5,1.0,0.000
03/07/2013,13:00,40,1.5,46.6,0.9,0.000
03/07/2013,14:00,38,1.2,59.7,1.0,0.001
03/07/2013,15:00,31,0.9,68.3,0.9,0.001
03/07/2013,16:00,75,0.6,81.4,0.7,0.001
03/07/2013,17:00,46,0.9,57.0,0.7,0.001
03/07/2013,18:00,268,0.1,109.9,0.2,0.001
03/07/2013,19:00,286,0.2,61.7,0.2,0.002
03/07/2013,20:00,210,0.4,54.8,0.3,0.002
03/07/2013,21:00,184,0.6,15.3,0.2,0.002
03/07/2013,22:00,175,0.6,46.3,0.4,0.001
03/07/2013,23:00,178,0.8,23.1,0.5,0.001
04/07/2013,00:00,172,1.5,8.6,0.5,
04/07/2013,01:00,180,1.9,9.5,0.5,0.000
04/07/2013,02:00,178,2.0,9.2,0.6,0.000
04/07/2013,03:00,180,2.2,9.9,0.6,0.000
04/07/2013,04:00,182,2.5,7.3,0.6,0.000
04/07/2013,05:00,182,2.4,7.2,0.5,0.001
04/07/2013,06:00,182,1.8,8.1,0.4,0.001
04/07/2013,07:00,183,1.5,10.0,0.4,0.001
04/07/2013,08:00,175,1.9,10.1,0.6,0.001
04/07/2013,09:00,133,0.8,66.8,0.7,0.000
04/07/2013,10:00,59,1.7,31.6,0.8,0.000
04/07/2013,11:00,29,1.3,42.5,0.7,0.000
04/07/2013,12:00,10,0.4,179.5,0.6,0.000
04/07/2013,13:00,349,0.8,157.9,0.6,0.000
04/07/2013,14:00,279,0.5,84.0,0.6,0.001
04/07/2013,15:00,258,0.7,59.8,0.5,0.001
04/07/2013,16:00,249,0.9,42.2,0.6,0.003
04/07/2013,17:00,223,1.4,28.0,0.8,0.086
04/07/2013,18:00,226,2.0,14.6,0.8,0.020
04/07/2013,19:00,218,1.8,15.2,0.7,0.137
04/07/2013,20:00,203,1.7,26.9,0.8,0.059
04/07/2013,21:00,186,1.1,18.6,0.5,0.002
04/07/2013,22:00,180,1.3,11.2,0.5,0.001
04/07/2013,23:00,179,1.9,9.6,0.6,0.001
